anno_acc,id_ateneo,ateneo_breve,regione_dest,regione_res,imm_fuorisede,isc_fuorisede,imm_totali,isc_totali
2018/2019,03701,Bologna,EMILIA ROMAGNA,CALABRIA,imm_fs,isc_fs,192,1724
2018/2019,03701,Bologna,EMILIA ROMAGNA,CAMPANIA,imm_fs,isc_fs,185,1738
2018/2019,03701,Bologna,EMILIA ROMAGNA,EMILIA ROMAGNA,imm_nfs,isc_nfs,8061,42517
2018/2019,03701,Bologna,EMILIA ROMAGNA,FRIULI VENEZIA GIULIA,imm_fs,isc_fs,94,692
2018/2019,03701,Bologna,EMILIA ROMAGNA,INTERNAZIONALE,imm_fs,isc_fs,401,2832
2018/2019,03701,Bologna,EMILIA ROMAGNA,LAZIO,imm_fs,isc_fs,142,1247
2018/2019,03701,Bologna,EMILIA ROMAGNA,LIGURIA,imm_fs,isc_fs,65,473
2018/2019,03701,Bologna,EMILIA ROMAGNA,LOMBARDIA,imm_fs,isc_fs,352,2725
2018/2019,03701,Bologna,EMILIA ROMAGNA,MARCHE,imm_fs,isc_fs,768,4796
2018/2019,03701,Bologna,EMILIA ROMAGNA,MOLISE,imm_fs,isc_fs,70,661
2018/2019,03701,Bologna,EMILIA ROMAGNA,PIEMONTE,imm_fs,isc_fs,55,584
2018/2019,03701,Bologna,EMILIA ROMAGNA,PUGLIA,imm_fs,isc_fs,502,3991
2018/2019,03701,Bologna,EMILIA ROMAGNA,SARDEGNA,imm_fs,isc_fs,95,997
2018/2019,03701,Bologna,EMILIA ROMAGNA,SICILIA,imm_fs,isc_fs,332,3192
2018/2019,03701,Bologna,EMILIA ROMAGNA,TOSCANA,imm_fs,isc_fs,442,2898
2018/2019,03701,Bologna,EMILIA ROMAGNA,TRENTO,imm_fs,isc_fs,148,701
2018/2019,03701,Bologna,EMILIA ROMAGNA,UMBRIA,imm_fs,isc_fs,131,861
2018/2019,03701,Bologna,EMILIA ROMAGNA,VALLE D'AOSTA,imm_fs,isc_fs,12,66
2018/2019,03701,Bologna,EMILIA ROMAGNA,VENETO,imm_fs,isc_fs,529,3635
2018/2019,03801,Ferrara,EMILIA ROMAGNA,ABRUZZO,imm_fs,isc_fs,86,253
2018/2019,03801,Ferrara,EMILIA ROMAGNA,BASILICATA,imm_fs,isc_fs,97,200
2018/2019,03801,Ferrara,EMILIA ROMAGNA,BOLZANO,imm_fs,isc_fs,53,122
2018/2019,03801,Ferrara,EMILIA ROMAGNA,CALABRIA,imm_fs,isc_fs,172,344
2018/2019,03801,Ferrara,EMILIA ROMAGNA,CAMPANIA,imm_fs,isc_fs,95,237
2018/2019,03801,Ferrara,EMILIA ROMAGNA,EMILIA ROMAGNA,imm_nfs,isc_nfs,1985,7673
2018/2019,03801,Ferrara,EMILIA ROMAGNA,FRIULI VENEZIA GIULIA,imm_fs,isc_fs,66,219
2018/2019,03801,Ferrara,EMILIA ROMAGNA,INTERNAZIONALE,imm_fs,isc_fs,41,156
2018/2019,03801,Ferrara,EMILIA ROMAGNA,LAZIO,imm_fs,isc_fs,38,111
2018/2019,03801,Ferrara,EMILIA ROMAGNA,LOMBARDIA,imm_fs,isc_fs,236,598
2018/2019,03801,Ferrara,EMILIA ROMAGNA,MARCHE,imm_fs,isc_fs,71,271
2018/2019,03801,Ferrara,EMILIA ROMAGNA,MOLISE,imm_fs,isc_fs,31,86
2018/2019,03801,Ferrara,EMILIA ROMAGNA,PUGLIA,imm_fs,isc_fs,616,1417
2018/2019,03801,Ferrara,EMILIA ROMAGNA,SARDEGNA,imm_fs,isc_fs,12,85
2018/2019,03801,Ferrara,EMILIA ROMAGNA,SICILIA,imm_fs,isc_fs,435,1018
2018/2019,03801,Ferrara,EMILIA ROMAGNA,TOSCANA,imm_fs,isc_fs,45,121
2018/2019,03801,Ferrara,EMILIA ROMAGNA,TRENTO,imm_fs,isc_fs,119,367
2018/2019,03801,Ferrara,EMILIA ROMAGNA,UMBRIA,imm_fs,isc_fs,13,37
2018/2019,03801,Ferrara,EMILIA ROMAGNA,VENETO,imm_fs,isc_fs,2043,6939
2018/2019,04101,Carlo Bo,MARCHE,ABRUZZO,imm_fs,isc_fs,123,496
2018/2019,04101,Carlo Bo,MARCHE,BASILICATA,imm_fs,isc_fs,44,201
2018/2019,04101,Carlo Bo,MARCHE,CALABRIA,imm_fs,isc_fs,24,238
2018/2019,04101,Carlo Bo,MARCHE,CAMPANIA,imm_fs,isc_fs,59,447
2018/2019,04101,Carlo Bo,MARCHE,EMILIA ROMAGNA,imm_fs,isc_fs,426,2041
2018/2019,04101,Carlo Bo,MARCHE,INTERNAZIONALE,imm_fs,isc_fs,74,514
2018/2019,04101,Carlo Bo,MARCHE,LAZIO,imm_fs,isc_fs,12,213
2018/2019,04101,Carlo Bo,MARCHE,LOMBARDIA,imm_fs,isc_fs,10,193
2018/2019,04101,Carlo Bo,MARCHE,MARCHE,imm_nfs,isc_nfs,1401,6860
2018/2019,04101,Carlo Bo,MARCHE,MOLISE,imm_fs,isc_fs,25,121
2018/2019,04101,Carlo Bo,MARCHE,PUGLIA,imm_fs,isc_fs,217,1166
2018/2019,04101,Carlo Bo,MARCHE,SARDEGNA,imm_fs,isc_fs,21,220
2018/2019,04101,Carlo Bo,MARCHE,SICILIA,imm_fs,isc_fs,82,575
2018/2019,04101,Carlo Bo,MARCHE,UMBRIA,imm_fs,isc_fs,31,276
2018/2019,04101,Carlo Bo,MARCHE,VENETO,imm_fs,isc_fs,11,267
2018/2019,04201,Marche,MARCHE,ABRUZZO,imm_fs,isc_fs,377,1946
2018/2019,04201,Marche,MARCHE,EMILIA ROMAGNA,imm_fs,isc_fs,26,271
2018/2019,04201,Marche,MARCHE,INTERNAZIONALE,imm_fs,isc_fs,14,131
2018/2019,04201,Marche,MARCHE,MARCHE,imm_nfs,isc_nfs,2064,10957
2018/2019,04201,Marche,MARCHE,MOLISE,imm_fs,isc_fs,50,323
2018/2019,04201,Marche,MARCHE,PUGLIA,imm_fs,isc_fs,148,839
2018/2019,04201,Marche,MARCHE,UMBRIA,imm_fs,isc_fs,10,76
2018/2019,04301,Macerata,MARCHE,ABRUZZO,imm_fs,isc_fs,162,948
2018/2019,04301,Macerata,MARCHE,INTERNAZIONALE,imm_fs,isc_fs,11,151
2018/2019,04301,Macerata,MARCHE,MARCHE,imm_nfs,isc_nfs,1402,7574
2018/2019,04301,Macerata,MARCHE,MOLISE,imm_fs,isc_fs,11,100
2018/2019,04301,Macerata,MARCHE,PUGLIA,imm_fs,isc_fs,29,564
2018/2019,04301,Macerata,MARCHE,UMBRIA,imm_fs,isc_fs,10,153
2018/2019,04302,Camerino,MARCHE,ABRUZZO,imm_fs,isc_fs,94,566
2018/2019,04302,Camerino,MARCHE,CAMPANIA,imm_fs,isc_fs,10,197
2018/2019,04302,Camerino,MARCHE,INTERNAZIONALE,imm_fs,isc_fs,49,394
2018/2019,04302,Camerino,MARCHE,LAZIO,imm_fs,isc_fs,37,525
2018/2019,04302,Camerino,MARCHE,MARCHE,imm_nfs,isc_nfs,833,3761
2018/2019,04302,Camerino,MARCHE,PUGLIA,imm_fs,isc_fs,22,310
2018/2019,04302,Camerino,MARCHE,SICILIA,imm_fs,isc_fs,11,241
2018/2019,04302,Camerino,MARCHE,UMBRIA,imm_fs,isc_fs,28,212
2018/2019,04801,Firenze,TOSCANA,ABRUZZO,imm_fs,isc_fs,31,320
2018/2019,04801,Firenze,TOSCANA,BASILICATA,imm_fs,isc_fs,46,439
2018/2019,04801,Firenze,TOSCANA,BOLZANO,imm_fs,isc_fs,31,106
2018/2019,04801,Firenze,TOSCANA,CALABRIA,imm_fs,isc_fs,110,1228
2018/2019,04801,Firenze,TOSCANA,CAMPANIA,imm_fs,isc_fs,116,993
2018/2019,04801,Firenze,TOSCANA,EMILIA ROMAGNA,imm_fs,isc_fs,49,965
2018/2019,04801,Firenze,TOSCANA,FRIULI VENEZIA GIULIA,imm_fs,isc_fs,22,181
2018/2019,04801,Firenze,TOSCANA,INTERNAZIONALE,imm_fs,isc_fs,222,1485
2018/2019,04801,Firenze,TOSCANA,LAZIO,imm_fs,isc_fs,71,723
2018/2019,04801,Firenze,TOSCANA,LIGURIA,imm_fs,isc_fs,26,326
2018/2019,04801,Firenze,TOSCANA,LOMBARDIA,imm_fs,isc_fs,14,519
2018/2019,04801,Firenze,TOSCANA,MARCHE,imm_fs,isc_fs,22,327
2018/2019,04801,Firenze,TOSCANA,MOLISE,imm_fs,isc_fs,10,158
2018/2019,04801,Firenze,TOSCANA,PIEMONTE,imm_fs,isc_fs,10,209
2018/2019,04801,Firenze,TOSCANA,PUGLIA,imm_fs,isc_fs,105,1031
2018/2019,04801,Firenze,TOSCANA,SARDEGNA,imm_fs,isc_fs,26,422
2018/2019,04801,Firenze,TOSCANA,SICILIA,imm_fs,isc_fs,112,1167
2018/2019,04801,Firenze,TOSCANA,TOSCANA,imm_nfs,isc_nfs,6856,39843
2018/2019,04801,Firenze,TOSCANA,TRENTO,imm_fs,isc_fs,21,125
2018/2019,04801,Firenze,TOSCANA,UMBRIA,imm_fs,isc_fs,51,508
2018/2019,04801,Firenze,TOSCANA,VENETO,imm_fs,isc_fs,34,558
2018/2019,05001,Pisa,TOSCANA,ABRUZZO,imm_fs,isc_fs,40,332
2018/2019,05001,Pisa,TOSCANA,BASILICATA,imm_fs,isc_fs,73,621
2018/2019,05001,Pisa,TOSCANA,CALABRIA,imm_fs,isc_fs,152,1360
2018/2019,05001,Pisa,TOSCANA,CAMPANIA,imm_fs,isc_fs,89,825
2018/2019,05001,Pisa,TOSCANA,EMILIA ROMAGNA,imm_fs,isc_fs,12,343
2018/2019,05001,Pisa,TOSCANA,INTERNAZIONALE,imm_fs,isc_fs,97,451
2018/2019,05001,Pisa,TOSCANA,LAZIO,imm_fs,isc_fs,109,817
2018/2019,05001,Pisa,TOSCANA,LIGURIA,imm_fs,isc_fs,401,2558
2018/2019,05001,Pisa,TOSCANA,LOMBARDIA,imm_fs,isc_fs,27,464
2018/2019,05001,Pisa,TOSCANA,MARCHE,imm_fs,isc_fs,28,306
2018/2019,05001,Pisa,TOSCANA,MOLISE,imm_fs,isc_fs,14,211
2018/2019,05001,Pisa,TOSCANA,PUGLIA,imm_fs,isc_fs,141,1419
2018/2019,05001,Pisa,TOSCANA,SARDEGNA,imm_fs,isc_fs,95,867
2018/2019,05001,Pisa,TOSCANA,SICILIA,imm_fs,isc_fs,411,2950
2018/2019,05001,Pisa,TOSCANA,TOSCANA,imm_nfs,isc_nfs,5122,29877
2018/2019,05001,Pisa,TOSCANA,UMBRIA,imm_fs,isc_fs,44,226
2018/2019,05201,Siena,TOSCANA,BASILICATA,imm_fs,isc_fs,78,523
2018/2019,05201,Siena,TOSCANA,CALABRIA,imm_fs,isc_fs,47,497
2018/2019,05201,Siena,TOSCANA,CAMPANIA,imm_fs,isc_fs,80,1096
2018/2019,05201,Siena,TOSCANA,INTERNAZIONALE,imm_fs,isc_fs,70,796
2018/2019,05201,Siena,TOSCANA,LAZIO,imm_fs,isc_fs,101,789
2018/2019,05201,Siena,TOSCANA,PUGLIA,imm_fs,isc_fs,137,924
2018/2019,05201,Siena,TOSCANA,SARDEGNA,imm_fs,isc_fs,10,165
2018/2019,05201,Siena,TOSCANA,SICILIA,imm_fs,isc_fs,94,1197
2018/2019,05201,Siena,TOSCANA,TOSCANA,imm_nfs,isc_nfs,1447,7728
2018/2019,05201,Siena,TOSCANA,UMBRIA,imm_fs,isc_fs,89,433
2018/2019,05202,Siena Stranieri,TOSCANA,BASILICATA,imm_fs,isc_fs,14,72
2018/2019,05202,Siena Stranieri,TOSCANA,INTERNAZIONALE,imm_fs,isc_fs,14,72
2018/2019,05202,Siena Stranieri,TOSCANA,PUGLIA,imm_fs,isc_fs,10,133
2018/2019,05202,Siena Stranieri,TOSCANA,SICILIA,imm_fs,isc_fs,63,346
2018/2019,05202,Siena Stranieri,TOSCANA,TOSCANA,imm_nfs,isc_nfs,271,1139
2018/2019,05401,Perugia,UMBRIA,ABRUZZO,imm_fs,isc_fs,39,304
2018/2019,05401,Perugia,UMBRIA,BASILICATA,imm_fs,isc_fs,52,423
2018/2019,05401,Perugia,UMBRIA,CALABRIA,imm_fs,isc_fs,69,795
2018/2019,05401,Perugia,UMBRIA,CAMPANIA,imm_fs,isc_fs,28,521
2018/2019,05401,Perugia,UMBRIA,INTERNAZIONALE,imm_fs,isc_fs,65,214
2018/2019,05401,Perugia,UMBRIA,LAZIO,imm_fs,isc_fs,230,1542
2018/2019,05401,Perugia,UMBRIA,MARCHE,imm_fs,isc_fs,200,976
2018/2019,05401,Perugia,UMBRIA,MOLISE,imm_fs,isc_fs,18,102
2018/2019,05401,Perugia,UMBRIA,PUGLIA,imm_fs,isc_fs,47,620
2018/2019,05401,Perugia,UMBRIA,SICILIA,imm_fs,isc_fs,39,724
2018/2019,05401,Perugia,UMBRIA,TOSCANA,imm_fs,isc_fs,189,1181
2018/2019,05401,Perugia,UMBRIA,UMBRIA,imm_nfs,isc_nfs,3161,15341
2018/2019,05403,Perugia Stranieri,UMBRIA,INTERNAZIONALE,imm_fs,isc_fs,41,195
2018/2019,05403,Perugia Stranieri,UMBRIA,UMBRIA,imm_nfs,isc_nfs,123,591
2018/2019,05601,Tuscia,LAZIO,CALABRIA,imm_fs,isc_fs,12,95
2018/2019,05601,Tuscia,LAZIO,CAMPANIA,imm_fs,isc_fs,10,277
2018/2019,05601,Tuscia,LAZIO,LAZIO,imm_nfs,isc_nfs,1108,5856
2018/2019,05601,Tuscia,LAZIO,PUGLIA,imm_fs,isc_fs,13,243
2018/2019,05601,Tuscia,LAZIO,TOSCANA,imm_fs,isc_fs,20,211
2018/2019,05601,Tuscia,LAZIO,UMBRIA,imm_fs,isc_fs,105,516
2018/2019,05801,La Sapienza,LAZIO,ABRUZZO,imm_fs,isc_fs,257,1964
2018/2019,05801,La Sapienza,LAZIO,BASILICATA,imm_fs,isc_fs,91,893
2018/2019,05801,La Sapienza,LAZIO,CALABRIA,imm_fs,isc_fs,236,2117
2018/2019,05801,La Sapienza,LAZIO,CAMPANIA,imm_fs,isc_fs,549,4124
2018/2019,05801,La Sapienza,LAZIO,INTERNAZIONALE,imm_fs,isc_fs,54,717
2018/2019,05801,La Sapienza,LAZIO,LAZIO,imm_nfs,isc_nfs,14256,82587
2018/2019,05801,La Sapienza,LAZIO,LOMBARDIA,imm_fs,isc_fs,13,455
2018/2019,05801,La Sapienza,LAZIO,MARCHE,imm_fs,isc_fs,78,650
2018/2019,05801,La Sapienza,LAZIO,MOLISE,imm_fs,isc_fs,98,697
2018/2019,05801,La Sapienza,LAZIO,PUGLIA,imm_fs,isc_fs,213,2223
2018/2019,05801,La Sapienza,LAZIO,SICILIA,imm_fs,isc_fs,267,1988
2018/2019,05801,La Sapienza,LAZIO,TOSCANA,imm_fs,isc_fs,50,598
2018/2019,05801,La Sapienza,LAZIO,UMBRIA,imm_fs,isc_fs,223,1478
2018/2019,05801,La Sapienza,LAZIO,VENETO,imm_fs,isc_fs,10,303
2018/2019,05802,Tor Vergata,LAZIO,ABRUZZO,imm_fs,isc_fs,17,459
2018/2019,05802,Tor Vergata,LAZIO,BASILICATA,imm_fs,isc_fs,13,178
2018/2019,05802,Tor Vergata,LAZIO,CALABRIA,imm_fs,isc_fs,27,618
2018/2019,05802,Tor Vergata,LAZIO,CAMPANIA,imm_fs,isc_fs,138,1225
2018/2019,05802,Tor Vergata,LAZIO,INTERNAZIONALE,imm_fs,isc_fs,186,666
2018/2019,05802,Tor Vergata,LAZIO,LAZIO,imm_nfs,isc_nfs,3999,21858
2018/2019,05802,Tor Vergata,LAZIO,PUGLIA,imm_fs,isc_fs,56,762
2018/2019,05802,Tor Vergata,LAZIO,SICILIA,imm_fs,isc_fs,70,791
2018/2019,05803,Roma LUMSA,LAZIO,LAZIO,imm_nfs,isc_nfs,545,3121
2018/2019,05803,Roma LUMSA,LAZIO,PUGLIA,imm_fs,isc_fs,28,313
2018/2019,05803,Roma LUMSA,LAZIO,SICILIA,imm_fs,isc_fs,216,1395
2018/2019,05805,Roma LUISS,LAZIO,ABRUZZO,imm_fs,isc_fs,44,294
2018/2019,05805,Roma LUISS,LAZIO,BASILICATA,imm_fs,isc_fs,14,113
2018/2019,05805,Roma LUISS,LAZIO,CALABRIA,imm_fs,isc_fs,47,324
2018/2019,05805,Roma LUISS,LAZIO,CAMPANIA,imm_fs,isc_fs,196,1220
2018/2019,05805,Roma LUISS,LAZIO,INTERNAZIONALE,imm_fs,isc_fs,42,209
2018/2019,05805,Roma LUISS,LAZIO,LAZIO,imm_nfs,isc_nfs,863,4459
2018/2019,05805,Roma LUISS,LAZIO,MARCHE,imm_fs,isc_fs,11,228
2018/2019,05805,Roma LUISS,LAZIO,MOLISE,imm_fs,isc_fs,10,84
2018/2019,05805,Roma LUISS,LAZIO,PUGLIA,imm_fs,isc_fs,98,609
2018/2019,05805,Roma LUISS,LAZIO,SARDEGNA,imm_fs,isc_fs,10,121
2018/2019,05805,Roma LUISS,LAZIO,SICILIA,imm_fs,isc_fs,86,545
2018/2019,05805,Roma LUISS,LAZIO,TOSCANA,imm_fs,isc_fs,12,314
2018/2019,05805,Roma LUISS,LAZIO,UMBRIA,imm_fs,isc_fs,42,191
2018/2019,05806,Roma Foro Italico,LAZIO,LAZIO,imm_nfs,isc_nfs,288,1701
2018/2019,05807,Roma Tre,LAZIO,ABRUZZO,imm_fs,isc_fs,63,422
2018/2019,05807,Roma Tre,LAZIO,BASILICATA,imm_fs,isc_fs,19,173
2018/2019,05807,Roma Tre,LAZIO,CALABRIA,imm_fs,isc_fs,51,516
2018/2019,05807,Roma Tre,LAZIO,CAMPANIA,imm_fs,isc_fs,68,590
2018/2019,05807,Roma Tre,LAZIO,INTERNAZIONALE,imm_fs,isc_fs,43,263
2018/2019,05807,Roma Tre,LAZIO,LAZIO,imm_nfs,isc_nfs,4863,26962
2018/2019,05807,Roma Tre,LAZIO,PUGLIA,imm_fs,isc_fs,82,538
2018/2019,05807,Roma Tre,LAZIO,UMBRIA,imm_fs,isc_fs,27,252
2018/2019,05808,Campus Biomedico,LAZIO,CAMPANIA,imm_fs,isc_fs,13,190
2018/2019,05808,Campus Biomedico,LAZIO,LAZIO,imm_nfs,isc_nfs,195,1051
2018/2019,05809,Roma UNINT,LAZIO,LAZIO,imm_nfs,isc_nfs,95,941
2018/2019,05810,Roma Marconi,LAZIO,CALABRIA,imm_fs,isc_fs,10,433
2018/2019,05810,Roma Marconi,LAZIO,CAMPANIA,imm_fs,isc_fs,42,849
2018/2019,05810,Roma Marconi,LAZIO,EMILIA ROMAGNA,imm_fs,isc_fs,13,468
2018/2019,05810,Roma Marconi,LAZIO,LAZIO,imm_nfs,isc_nfs,163,2263
2018/2019,05810,Roma Marconi,LAZIO,LIGURIA,imm_fs,isc_fs,20,335
2018/2019,05810,Roma Marconi,LAZIO,LOMBARDIA,imm_fs,isc_fs,159,1380
2018/2019,05810,Roma Marconi,LAZIO,PUGLIA,imm_fs,isc_fs,11,579
2018/2019,05810,Roma Marconi,LAZIO,SARDEGNA,imm_fs,isc_fs,11,255
2018/2019,05810,Roma Marconi,LAZIO,SICILIA,imm_fs,isc_fs,22,875
2018/2019,05810,Roma Marconi,LAZIO,VENETO,imm_fs,isc_fs,59,563
2018/2019,05811,Unitelma,LAZIO,CAMPANIA,imm_fs,isc_fs,12,211
2018/2019,05811,Unitelma,LAZIO,LAZIO,imm_nfs,isc_nfs,67,725
2018/2019,05812,Roma Europea,LAZIO,CAMPANIA,imm_fs,isc_fs,18,106
2018/2019,05812,Roma Europea,LAZIO,LAZIO,imm_nfs,isc_nfs,180,976
2018/2019,05813,Uninettuno,LAZIO,ABRUZZO,imm_fs,isc_fs,25,283
2018/2019,05813,Uninettuno,LAZIO,BASILICATA,imm_fs,isc_fs,11,195
2018/2019,05813,Uninettuno,LAZIO,CALABRIA,imm_fs,isc_fs,34,571
2018/2019,05813,Uninettuno,LAZIO,CAMPANIA,imm_fs,isc_fs,17,1234
2018/2019,05813,Uninettuno,LAZIO,EMILIA ROMAGNA,imm_fs,isc_fs,18,600
2018/2019,05813,Uninettuno,LAZIO,INTERNAZIONALE,imm_fs,isc_fs,142,486
2018/2019,05813,Uninettuno,LAZIO,LAZIO,imm_nfs,isc_nfs,146,3087
2018/2019,05813,Uninettuno,LAZIO,LIGURIA,imm_fs,isc_fs,10,201
2018/2019,05813,Uninettuno,LAZIO,LOMBARDIA,imm_fs,isc_fs,198,1748
2018/2019,05813,Uninettuno,LAZIO,PIEMONTE,imm_fs,isc_fs,58,735
2018/2019,05813,Uninettuno,LAZIO,PUGLIA,imm_fs,isc_fs,24,655
2018/2019,05813,Uninettuno,LAZIO,SARDEGNA,imm_fs,isc_fs,21,287
2018/2019,05813,Uninettuno,LAZIO,SICILIA,imm_fs,isc_fs,23,1125
2018/2019,05813,Uninettuno,LAZIO,TOSCANA,imm_fs,isc_fs,30,657
2018/2019,05813,Uninettuno,LAZIO,TRENTO,imm_fs,isc_fs,10,55
2018/2019,05813,Uninettuno,LAZIO,VENETO,imm_fs,isc_fs,105,734
2018/2019,05815,Unicusano,LAZIO,CALABRIA,imm_fs,isc_fs,74,2595
2018/2019,05815,Unicusano,LAZIO,CAMPANIA,imm_fs,isc_fs,166,2260
2018/2019,05815,Unicusano,LAZIO,EMILIA ROMAGNA,imm_fs,isc_fs,17,735
2018/2019,05815,Unicusano,LAZIO,FRIULI VENEZIA GIULIA,imm_fs,isc_fs,28,453
2018/2019,05815,Unicusano,LAZIO,LAZIO,imm_nfs,isc_nfs,278,5218
2018/2019,05815,Unicusano,LAZIO,LIGURIA,imm_fs,isc_fs,32,594
2018/2019,05815,Unicusano,LAZIO,LOMBARDIA,imm_fs,isc_fs,65,1794
2018/2019,05815,Unicusano,LAZIO,PIEMONTE,imm_fs,isc_fs,21,879
2018/2019,05815,Unicusano,LAZIO,PUGLIA,imm_fs,isc_fs,153,2248
2018/2019,05815,Unicusano,LAZIO,SARDEGNA,imm_fs,isc_fs,10,568
2018/2019,05815,Unicusano,LAZIO,SICILIA,imm_fs,isc_fs,252,3615
2018/2019,05815,Unicusano,LAZIO,TOSCANA,imm_fs,isc_fs,10,825
2018/2019,05815,Unicusano,LAZIO,VENETO,imm_fs,isc_fs,38,886
2018/2019,05816,Roma San Raffaele,LAZIO,LAZIO,imm_nfs,isc_nfs,149,1286
2018/2019,05816,Roma San Raffaele,LAZIO,LOMBARDIA,imm_fs,isc_fs,104,887
2018/2019,05816,Roma San Raffaele,LAZIO,PUGLIA,imm_fs,isc_fs,18,319
2018/2019,05816,Roma San Raffaele,LAZIO,SICILIA,imm_fs,isc_fs,16,448
2018/2019,05816,Roma San Raffaele,LAZIO,TRENTO,imm_fs,isc_fs,11,46
2018/2019,05816,Roma San Raffaele,LAZIO,VENETO,imm_fs,isc_fs,12,433
2018/2019,05817,Link Campus,LAZIO,CAMPANIA,imm_fs,isc_fs,46,420
2018/2019,05817,Link Campus,LAZIO,LAZIO,imm_nfs,isc_nfs,79,596
2018/2019,05817,Link Campus,LAZIO,PIEMONTE,imm_fs,isc_fs,11,91
2018/2019,05818,Roma Saint Camillus,LAZIO,INTERNAZIONALE,imm_fs,isc_fs,41,36
2018/2019,05818,Roma Saint Camillus,LAZIO,LAZIO,imm_nfs,isc_nfs,14,49
2018/2019,06001,Cassino,LAZIO,CAMPANIA,imm_fs,isc_fs,277,1441
2018/2019,06001,Cassino,LAZIO,INTERNAZIONALE,imm_fs,isc_fs,52,306
2018/2019,06001,Cassino,LAZIO,LAZIO,imm_nfs,isc_nfs,858,4991
2018/2019,06001,Cassino,LAZIO,MOLISE,imm_fs,isc_fs,43,352
2018/2019,06201,Sannio,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,790,4413
2018/2019,06201,Sannio,CAMPANIA,PUGLIA,imm_fs,isc_fs,17,83
2018/2019,06202,Benevento - Giustino Fortunato,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,30,528
2018/2019,06301,Napoli Federico II,CAMPANIA,ABRUZZO,imm_fs,isc_fs,12,116
2018/2019,06301,Napoli Federico II,CAMPANIA,BASILICATA,imm_fs,isc_fs,94,646
2018/2019,06301,Napoli Federico II,CAMPANIA,CALABRIA,imm_fs,isc_fs,41,397
2018/2019,06301,Napoli Federico II,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,13007,71057
2018/2019,06301,Napoli Federico II,CAMPANIA,INTERNAZIONALE,imm_fs,isc_fs,15,114
2018/2019,06301,Napoli Federico II,CAMPANIA,LAZIO,imm_fs,isc_fs,150,949
2018/2019,06301,Napoli Federico II,CAMPANIA,MOLISE,imm_fs,isc_fs,53,298
2018/2019,06301,Napoli Federico II,CAMPANIA,PUGLIA,imm_fs,isc_fs,45,432
2018/2019,06302,Napoli Parthenope,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,1727,10913
2018/2019,06303,Napoli L'Orientale,CAMPANIA,BASILICATA,imm_fs,isc_fs,52,226
2018/2019,06303,Napoli L'Orientale,CAMPANIA,CALABRIA,imm_fs,isc_fs,37,236
2018/2019,06303,Napoli L'Orientale,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,1986,9940
2018/2019,06303,Napoli L'Orientale,CAMPANIA,LAZIO,imm_fs,isc_fs,27,255
2018/2019,06303,Napoli L'Orientale,CAMPANIA,PUGLIA,imm_fs,isc_fs,42,339
2018/2019,06303,Napoli L'Orientale,CAMPANIA,SICILIA,imm_fs,isc_fs,10,186
2018/2019,06304,Benincasa,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,1219,7844
2018/2019,06306,Napoli II,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,3205,22709
2018/2019,06306,Napoli II,CAMPANIA,INTERNAZIONALE,imm_fs,isc_fs,66,174
2018/2019,06306,Napoli II,CAMPANIA,LAZIO,imm_fs,isc_fs,11,232
2018/2019,06307,Napoli Pegaso,CAMPANIA,ABRUZZO,imm_fs,isc_fs,67,665
2018/2019,06307,Napoli Pegaso,CAMPANIA,BASILICATA,imm_fs,isc_fs,51,403
2018/2019,06307,Napoli Pegaso,CAMPANIA,BOLZANO,imm_fs,isc_fs,33,138
2018/2019,06307,Napoli Pegaso,CAMPANIA,CALABRIA,imm_fs,isc_fs,415,2734
2018/2019,06307,Napoli Pegaso,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,1560,12902
2018/2019,06307,Napoli Pegaso,CAMPANIA,EMILIA ROMAGNA,imm_fs,isc_fs,79,668
2018/2019,06307,Napoli Pegaso,CAMPANIA,FRIULI VENEZIA GIULIA,imm_fs,isc_fs,30,253
2018/2019,06307,Napoli Pegaso,CAMPANIA,LAZIO,imm_fs,isc_fs,533,3447
2018/2019,06307,Napoli Pegaso,CAMPANIA,LIGURIA,imm_fs,isc_fs,60,331
2018/2019,06307,Napoli Pegaso,CAMPANIA,LOMBARDIA,imm_fs,isc_fs,392,1952
2018/2019,06307,Napoli Pegaso,CAMPANIA,MARCHE,imm_fs,isc_fs,31,330
2018/2019,06307,Napoli Pegaso,CAMPANIA,PIEMONTE,imm_fs,isc_fs,212,1295
2018/2019,06307,Napoli Pegaso,CAMPANIA,PUGLIA,imm_fs,isc_fs,418,3096
2018/2019,06307,Napoli Pegaso,CAMPANIA,SARDEGNA,imm_fs,isc_fs,39,478
2018/2019,06307,Napoli Pegaso,CAMPANIA,SICILIA,imm_fs,isc_fs,1342,8550
2018/2019,06307,Napoli Pegaso,CAMPANIA,TOSCANA,imm_fs,isc_fs,131,826
2018/2019,06307,Napoli Pegaso,CAMPANIA,TRENTO,imm_fs,isc_fs,26,149
