anno_acc,id_ateneo,ateneo_breve,regione_dest,regione_res,imm_fuorisede,isc_fuorisede,imm_totali,isc_totali
2013/2014,06201,Sannio,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,1061,5975
2013/2014,06201,Sannio,CAMPANIA,PUGLIA,imm_fs,isc_fs,11,82
2013/2014,06301,Napoli Federico II,CAMPANIA,BASILICATA,imm_fs,isc_fs,63,741
2013/2014,06301,Napoli Federico II,CAMPANIA,CALABRIA,imm_fs,isc_fs,33,432
2013/2014,06301,Napoli Federico II,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,11707,78429
2013/2014,06301,Napoli Federico II,CAMPANIA,LAZIO,imm_fs,isc_fs,122,915
2013/2014,06301,Napoli Federico II,CAMPANIA,MOLISE,imm_fs,isc_fs,23,253
2013/2014,06301,Napoli Federico II,CAMPANIA,PUGLIA,imm_fs,isc_fs,43,373
2013/2014,06302,Napoli Parthenope,CAMPANIA,BASILICATA,imm_fs,isc_fs,13,115
2013/2014,06302,Napoli Parthenope,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,2538,14874
2013/2014,06303,Napoli L'Orientale,CAMPANIA,BASILICATA,imm_fs,isc_fs,26,158
2013/2014,06303,Napoli L'Orientale,CAMPANIA,CALABRIA,imm_fs,isc_fs,18,130
2013/2014,06303,Napoli L'Orientale,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,1867,9290
2013/2014,06303,Napoli L'Orientale,CAMPANIA,INTERNAZIONALE,imm_fs,isc_fs,10,45
2013/2014,06303,Napoli L'Orientale,CAMPANIA,LAZIO,imm_fs,isc_fs,37,239
2013/2014,06303,Napoli L'Orientale,CAMPANIA,MOLISE,imm_fs,isc_fs,28,60
2013/2014,06303,Napoli L'Orientale,CAMPANIA,PUGLIA,imm_fs,isc_fs,68,236
2013/2014,06303,Napoli L'Orientale,CAMPANIA,SICILIA,imm_fs,isc_fs,14,145
2013/2014,06304,Benincasa,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,1196,7783
2013/2014,06306,Napoli II,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,3173,25881
2013/2014,06306,Napoli II,CAMPANIA,INTERNAZIONALE,imm_fs,isc_fs,20,26
2013/2014,06307,Napoli Pegaso,CAMPANIA,CALABRIA,imm_fs,isc_fs,13,166
2013/2014,06307,Napoli Pegaso,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,829,4564
2013/2014,06307,Napoli Pegaso,CAMPANIA,LAZIO,imm_fs,isc_fs,278,954
2013/2014,06307,Napoli Pegaso,CAMPANIA,LOMBARDIA,imm_fs,isc_fs,48,283
2013/2014,06307,Napoli Pegaso,CAMPANIA,MOLISE,imm_fs,isc_fs,28,83
2013/2014,06307,Napoli Pegaso,CAMPANIA,PIEMONTE,imm_fs,isc_fs,26,297
2013/2014,06307,Napoli Pegaso,CAMPANIA,PUGLIA,imm_fs,isc_fs,99,521
2013/2014,06307,Napoli Pegaso,CAMPANIA,SICILIA,imm_fs,isc_fs,355,1180
2013/2014,06501,Salerno,CAMPANIA,BASILICATA,imm_fs,isc_fs,145,1256
2013/2014,06501,Salerno,CAMPANIA,CALABRIA,imm_fs,isc_fs,29,364
2013/2014,06501,Salerno,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,4648,32839
2013/2014,06601,Aquila,ABRUZZO,ABRUZZO,imm_nfs,isc_nfs,1755,13100
2013/2014,06601,Aquila,ABRUZZO,BASILICATA,imm_fs,isc_fs,53,199
2013/2014,06601,Aquila,ABRUZZO,CALABRIA,imm_fs,isc_fs,105,395
2013/2014,06601,Aquila,ABRUZZO,CAMPANIA,imm_fs,isc_fs,180,1439
2013/2014,06601,Aquila,ABRUZZO,INTERNAZIONALE,imm_fs,isc_fs,14,85
2013/2014,06601,Aquila,ABRUZZO,LAZIO,imm_fs,isc_fs,935,5077
2013/2014,06601,Aquila,ABRUZZO,MARCHE,imm_fs,isc_fs,79,655
2013/2014,06601,Aquila,ABRUZZO,MOLISE,imm_fs,isc_fs,39,314
2013/2014,06601,Aquila,ABRUZZO,PUGLIA,imm_fs,isc_fs,196,1150
2013/2014,06601,Aquila,ABRUZZO,SICILIA,imm_fs,isc_fs,124,549
2013/2014,06601,Aquila,ABRUZZO,UMBRIA,imm_fs,isc_fs,56,331
2013/2014,06701,Teramo,ABRUZZO,ABRUZZO,imm_nfs,isc_nfs,686,4961
2013/2014,06701,Teramo,ABRUZZO,LAZIO,imm_fs,isc_fs,28,594
2013/2014,06701,Teramo,ABRUZZO,MARCHE,imm_fs,isc_fs,33,297
2013/2014,06701,Teramo,ABRUZZO,MOLISE,imm_fs,isc_fs,10,116
2013/2014,06701,Teramo,ABRUZZO,PUGLIA,imm_fs,isc_fs,32,275
2013/2014,06701,Teramo,ABRUZZO,VENETO,imm_fs,isc_fs,13,31
2013/2014,06901,Chieti e Pescara,ABRUZZO,ABRUZZO,imm_nfs,isc_nfs,2324,15540
2013/2014,06901,Chieti e Pescara,ABRUZZO,BASILICATA,imm_fs,isc_fs,134,1047
2013/2014,06901,Chieti e Pescara,ABRUZZO,CALABRIA,imm_fs,isc_fs,119,570
2013/2014,06901,Chieti e Pescara,ABRUZZO,CAMPANIA,imm_fs,isc_fs,233,1790
2013/2014,06901,Chieti e Pescara,ABRUZZO,LAZIO,imm_fs,isc_fs,50,495
2013/2014,06901,Chieti e Pescara,ABRUZZO,MARCHE,imm_fs,isc_fs,114,668
2013/2014,06901,Chieti e Pescara,ABRUZZO,MOLISE,imm_fs,isc_fs,256,2000
2013/2014,06901,Chieti e Pescara,ABRUZZO,PUGLIA,imm_fs,isc_fs,811,5717
2013/2014,07001,Molise,MOLISE,ABRUZZO,imm_fs,isc_fs,15,226
2013/2014,07001,Molise,MOLISE,CAMPANIA,imm_fs,isc_fs,171,1828
2013/2014,07001,Molise,MOLISE,MOLISE,imm_nfs,isc_nfs,615,4120
2013/2014,07001,Molise,MOLISE,PUGLIA,imm_fs,isc_fs,99,904
2013/2014,07101,Foggia,PUGLIA,BASILICATA,imm_fs,isc_fs,61,488
2013/2014,07101,Foggia,PUGLIA,CAMPANIA,imm_fs,isc_fs,20,166
2013/2014,07101,Foggia,PUGLIA,PUGLIA,imm_nfs,isc_nfs,1382,8802
2013/2014,07201,Bari,PUGLIA,BASILICATA,imm_fs,isc_fs,356,2403
2013/2014,07201,Bari,PUGLIA,CALABRIA,imm_fs,isc_fs,44,574
2013/2014,07201,Bari,PUGLIA,INTERNAZIONALE,imm_fs,isc_fs,37,132
2013/2014,07201,Bari,PUGLIA,PUGLIA,imm_nfs,isc_nfs,7537,46175
2013/2014,07202,Bari Politecnico,PUGLIA,BASILICATA,imm_fs,isc_fs,47,400
2013/2014,07202,Bari Politecnico,PUGLIA,PUGLIA,imm_nfs,isc_nfs,1424,10163
2013/2014,07203,Jean Monnet,PUGLIA,PUGLIA,imm_nfs,isc_nfs,115,1143
2013/2014,07501,Salento,PUGLIA,BASILICATA,imm_fs,isc_fs,39,310
2013/2014,07501,Salento,PUGLIA,PUGLIA,imm_nfs,isc_nfs,2698,18288
2013/2014,07601,Basilicata,BASILICATA,BASILICATA,imm_nfs,isc_nfs,794,5872
2013/2014,07601,Basilicata,BASILICATA,CALABRIA,imm_fs,isc_fs,10,79
2013/2014,07601,Basilicata,BASILICATA,CAMPANIA,imm_fs,isc_fs,66,641
2013/2014,07601,Basilicata,BASILICATA,PUGLIA,imm_fs,isc_fs,52,772
2013/2014,07801,Calabria,CALABRIA,BASILICATA,imm_fs,isc_fs,33,258
2013/2014,07801,Calabria,CALABRIA,CALABRIA,imm_nfs,isc_nfs,4012,29597
2013/2014,07801,Calabria,CALABRIA,INTERNAZIONALE,imm_fs,isc_fs,21,339
2013/2014,07901,Catanzaro,CALABRIA,CALABRIA,imm_nfs,isc_nfs,1724,9944
2013/2014,08001,Reggio Calabria,CALABRIA,CALABRIA,imm_nfs,isc_nfs,910,6941
2013/2014,08001,Reggio Calabria,CALABRIA,SICILIA,imm_fs,isc_fs,21,613
2013/2014,08003,Reggio Calabria - Dante Alighieri,CALABRIA,CALABRIA,imm_nfs,isc_nfs,106,743
2013/2014,08201,Palermo,SICILIA,INTERNAZIONALE,imm_fs,isc_fs,20,157
2013/2014,08201,Palermo,SICILIA,SICILIA,imm_nfs,isc_nfs,6624,43615
2013/2014,08301,Messina,SICILIA,CALABRIA,imm_fs,isc_fs,779,6730
2013/2014,08301,Messina,SICILIA,SICILIA,imm_nfs,isc_nfs,2825,19519
2013/2014,08601,Enna,SICILIA,SICILIA,imm_nfs,isc_nfs,1119,5970
2013/2014,08701,Catania,SICILIA,SICILIA,imm_nfs,isc_nfs,5761,49145
2013/2014,09001,Sassari,SARDEGNA,INTERNAZIONALE,imm_fs,isc_fs,10,63
2013/2014,09001,Sassari,SARDEGNA,SARDEGNA,imm_nfs,isc_nfs,1611,12968
2013/2014,09201,Cagliari,SARDEGNA,INTERNAZIONALE,imm_fs,isc_fs,10,102
2013/2014,09201,Cagliari,SARDEGNA,SARDEGNA,imm_nfs,isc_nfs,3699,27432
2014/2015,00101,Torino,PIEMONTE,BASILICATA,imm_fs,isc_fs,49,246
2014/2015,00101,Torino,PIEMONTE,CALABRIA,imm_fs,isc_fs,76,599
2014/2015,00101,Torino,PIEMONTE,CAMPANIA,imm_fs,isc_fs,14,373
2014/2015,00101,Torino,PIEMONTE,INTERNAZIONALE,imm_fs,isc_fs,177,978
2014/2015,00101,Torino,PIEMONTE,LIGURIA,imm_fs,isc_fs,206,1282
2014/2015,00101,Torino,PIEMONTE,LOMBARDIA,imm_fs,isc_fs,88,957
2014/2015,00101,Torino,PIEMONTE,PIEMONTE,imm_nfs,isc_nfs,9425,55088
2014/2015,00101,Torino,PIEMONTE,PUGLIA,imm_fs,isc_fs,186,1260
2014/2015,00101,Torino,PIEMONTE,SARDEGNA,imm_fs,isc_fs,91,588
2014/2015,00101,Torino,PIEMONTE,SICILIA,imm_fs,isc_fs,254,1713
2014/2015,00101,Torino,PIEMONTE,VALLE D'AOSTA,imm_fs,isc_fs,187,1185
2014/2015,00101,Torino,PIEMONTE,VENETO,imm_fs,isc_fs,10,265
2014/2015,00102,Torino Politecnico,PIEMONTE,ABRUZZO,imm_fs,isc_fs,84,426
2014/2015,00102,Torino Politecnico,PIEMONTE,BASILICATA,imm_fs,isc_fs,95,465
2014/2015,00102,Torino Politecnico,PIEMONTE,CALABRIA,imm_fs,isc_fs,84,563
2014/2015,00102,Torino Politecnico,PIEMONTE,CAMPANIA,imm_fs,isc_fs,98,689
2014/2015,00102,Torino Politecnico,PIEMONTE,EMILIA ROMAGNA,imm_fs,isc_fs,11,287
2014/2015,00102,Torino Politecnico,PIEMONTE,INTERNAZIONALE,imm_fs,isc_fs,471,3057
2014/2015,00102,Torino Politecnico,PIEMONTE,LAZIO,imm_fs,isc_fs,87,448
2014/2015,00102,Torino Politecnico,PIEMONTE,LIGURIA,imm_fs,isc_fs,150,634
2014/2015,00102,Torino Politecnico,PIEMONTE,LOMBARDIA,imm_fs,isc_fs,21,406
2014/2015,00102,Torino Politecnico,PIEMONTE,MARCHE,imm_fs,isc_fs,12,263
2014/2015,00102,Torino Politecnico,PIEMONTE,MOLISE,imm_fs,isc_fs,24,109
2014/2015,00102,Torino Politecnico,PIEMONTE,PIEMONTE,imm_nfs,isc_nfs,2698,15021
