anno_acc,id_ateneo,ateneo_breve,codice_classe,laurea,lau_totali,isc_femmine,isc_maschi,isc_totali,isc_1anno
2017/2018,03201,Trieste,L-27,chimica,31,NA,NA,NA,46
2017/2018,03201,Trieste,L-30,fisica,68,NA,NA,NA,137
2017/2018,03201,Trieste,L-32,scienze e tecnologie per l'ambiente e la natura,44,NA,NA,NA,52
2017/2018,03201,Trieste,L-34,geologia,18,NA,NA,NA,54
2017/2018,03201,Trieste,L-35,matematica,20,NA,NA,NA,62
2017/2018,03201,Trieste,L-36,scienze internazionali e diplomatiche,92,NA,NA,NA,117
2017/2018,03201,Trieste,L-36,scienze politiche e dell'amministrazione,50,NA,NA,NA,133
2017/2018,03201,Trieste,L-39,servizio sociale,39,NA,NA,NA,52
2017/2018,03201,Trieste,L-41,"statistica e informatica per l'azienda, la finanza e l'assicurazione",28,NA,NA,NA,52
2017/2018,03201,Trieste,L-42,discipline storiche e filosofiche,19,NA,NA,NA,38
2017/2018,03201,Trieste,L/SNT1,infermieristica,69,NA,NA,NA,93
2017/2018,03201,Trieste,L/SNT1,ostetricia,15,NA,NA,NA,14
2017/2018,03201,Trieste,L/SNT2,fisioterapia,28,NA,NA,NA,25
2017/2018,03201,Trieste,L/SNT2,tecnica della riabilitazione psichiatrica,11,NA,NA,NA,16
2017/2018,03201,Trieste,L/SNT3,igiene dentale,15,NA,NA,NA,17
2017/2018,03201,Trieste,L/SNT4,tecniche della prevenzione nell'ambiente e nei luoghi di lavoro,11,NA,NA,NA,14
2017/2018,03201,Trieste,LM-04CU,architettura,34,NA,NA,NA,24
2017/2018,03201,Trieste,LM-06,ecologia dei cambiamenti globali,14,NA,NA,NA,22
2017/2018,03201,Trieste,LM-06,genomica funzionale,49,NA,NA,NA,43
2017/2018,03201,Trieste,LM-06,neuroscienze,43,NA,NA,NA,58
2017/2018,03201,Trieste,LM-09,biotecnologie mediche,28,NA,NA,NA,51
2017/2018,03201,Trieste,LM-13,chimica e tecnologia farmaceutiche,37,NA,NA,NA,57
2017/2018,03201,Trieste,LM-13,farmacia,84,NA,NA,NA,81
2017/2018,03201,Trieste,LM-17,fisica,47,NA,NA,NA,42
2017/2018,03201,Trieste,LM-21,ingegneria clinica,18,NA,NA,NA,36
2017/2018,03201,Trieste,LM-23,ingegneria civile,43,NA,NA,NA,44
2017/2018,03201,Trieste,LM-28,ingegneria dell'energia elettrica e dei sistemi,18,NA,NA,NA,14
2017/2018,03201,Trieste,LM-33,ingegneria meccanica,15,NA,NA,NA,32
2017/2018,03201,Trieste,LM-34,ingegneria navale,33,NA,NA,NA,30
2017/2018,03201,Trieste,LM-37,lingue e letterature straniere,13,NA,NA,NA,18
2017/2018,03201,Trieste,LM-40,matematica,18,NA,NA,NA,27
2017/2018,03201,Trieste,LM-41,medicina e chirurgia,153,NA,NA,NA,148
2017/2018,03201,Trieste,LM-46,odontoiatria e protesi dentaria,15,NA,NA,NA,26
2017/2018,03201,Trieste,LM-51,psicologia,27,NA,NA,NA,55
2017/2018,03201,Trieste,LM-53,ingegneria di processo e dei materiali,8,NA,NA,NA,11
2017/2018,03201,Trieste,LM-54,chimica,16,NA,NA,NA,18
2017/2018,03201,Trieste,LM-62,scienze del governo e politiche pubbliche,22,NA,NA,NA,25
2017/2018,03201,Trieste,LM-63,scienze del governo e politiche pubbliche,23,NA,NA,NA,16
2017/2018,03201,Trieste,LM-74,geoscienze,10,NA,NA,NA,13
2017/2018,03201,Trieste,LM-77,strategia e consulenza aziendale,28,NA,NA,NA,104
2017/2018,03201,Trieste,LM-83,scienze statistiche e attuariali,28,NA,NA,NA,40
2017/2018,03201,Trieste,LM-84,studi storici dal medioevo all'eta contemporanea,17,NA,NA,NA,37
2017/2018,03201,Trieste,LM-87,"servizio sociale, politiche sociali, programmazione e gestione dei servizi",17,NA,NA,NA,38
2017/2018,03201,Trieste,LM-94,traduzione specialistica e interpretazione di conferenza,74,NA,NA,NA,79
2017/2018,03201,Trieste,LMG/01,giurisprudenza,167,NA,NA,NA,171
2017/2018,03401,Parma,L-01,beni artistici e dello spettacolo,69,NA,NA,NA,97
2017/2018,03401,Parma,L-02,biotecnologie,54,NA,NA,NA,103
2017/2018,03401,Parma,L-05,studi filosofici,13,NA,NA,NA,59
2017/2018,03401,Parma,L-07,ingegneria civile e ambientale,74,NA,NA,NA,81
2017/2018,03401,Parma,L-08,"ingegneria informatica, elettronica e delle telecomunicazioni",70,NA,NA,NA,150
2017/2018,03401,Parma,L-09,ingegneria gestionale,117,NA,NA,NA,218
2017/2018,03401,Parma,L-09,ingegneria meccanica,89,NA,NA,NA,174
2017/2018,03401,Parma,L-10,lettere,33,NA,NA,NA,85
2017/2018,03401,Parma,L-11,civilta e lingue straniere moderne,151,NA,NA,NA,274
2017/2018,03401,Parma,L-13,biologia,80,NA,NA,NA,140
2017/2018,03401,Parma,L-17,scienze dell'architettura,74,NA,NA,NA,60
2017/2018,03401,Parma,L-18,economia e management,335,NA,NA,NA,757
2017/2018,03401,Parma,L-19,scienze dell'educazione e dei processi formativi,148,NA,NA,NA,385
2017/2018,03401,Parma,L-22,"scienze motorie, sport e salute",105,NA,NA,NA,196
2017/2018,03401,Parma,L-26,scienze e tecnologie alimentari,83,NA,NA,NA,98
2017/2018,03401,Parma,L-26,scienze gastronomiche,73,NA,NA,NA,304
2017/2018,03401,Parma,L-27,chimica,37,NA,NA,NA,74
2017/2018,03401,Parma,L-30,fisica,18,NA,NA,NA,51
2017/2018,03401,Parma,L-31,informatica,44,NA,NA,NA,147
2017/2018,03401,Parma,L-32,scienze della natura e dell'ambiente,35,NA,NA,NA,52
2017/2018,03401,Parma,L-34,scienze geologiche,11,NA,NA,NA,52
2017/2018,03401,Parma,L-35,matematica,16,NA,NA,NA,53
2017/2018,03401,Parma,L-36,scienze politiche e delle relazioni internazionali,80,NA,NA,NA,175
2017/2018,03401,Parma,L-38,scienze zootecniche e tecnologie delle produzioni animali,73,NA,NA,NA,121
2017/2018,03401,Parma,L-39,servizio sociale,76,NA,NA,NA,127
2017/2018,03401,Parma,L/SNT1,infermieristica,169,NA,NA,NA,236
2017/2018,03401,Parma,L/SNT1,ostetricia,9,NA,NA,NA,18
2017/2018,03401,Parma,L/SNT2,fisioterapia,35,NA,NA,NA,44
2017/2018,03401,Parma,L/SNT2,logopedia,14,NA,NA,NA,13
2017/2018,03401,Parma,L/SNT2,ortottica ed assistenza oftalmologica,9,NA,NA,NA,14
2017/2018,03401,Parma,L/SNT3,tecniche audioprotesiche,15,NA,NA,NA,18
2017/2018,03401,Parma,L/SNT3,tecniche di laboratorio biomedico,12,NA,NA,NA,20
2017/2018,03401,Parma,L/SNT4,tecniche della prevenzione nell'ambiente e nei luoghi di lavoro,9,NA,NA,NA,20
2017/2018,03401,Parma,LM-04,architettura,76,NA,NA,NA,82
2017/2018,03401,Parma,LM-06,biologia e applicazioni biomediche,88,NA,NA,NA,88
2017/2018,03401,Parma,LM-06,biologia molecolare,37,NA,NA,NA,27
2017/2018,03401,Parma,LM-06,ecologia e conservazione della natura,40,NA,NA,NA,37
2017/2018,03401,Parma,LM-08,"biotecnologie genomiche, molecolari e industriali",9,NA,NA,NA,40
2017/2018,03401,Parma,LM-09,"biotecnologie mediche, veterinarie e farmaceutiche",53,NA,NA,NA,71
2017/2018,03401,Parma,LM-13,chimica e tecnologia farmaceutiche,50,NA,NA,NA,103
2017/2018,03401,Parma,LM-13,farmacia,126,NA,NA,NA,134
2017/2018,03401,Parma,LM-14,lettere classiche e moderne,28,NA,NA,NA,32
2017/2018,03401,Parma,LM-17,fisica,8,NA,NA,NA,16
2017/2018,03401,Parma,LM-19,giornalismo e cultura editoriale,39,NA,NA,NA,57
2017/2018,03401,Parma,LM-23,ingegneria civile,53,NA,NA,NA,53
2017/2018,03401,Parma,LM-29,ingegneria elettronica,10,NA,NA,NA,20
2017/2018,03401,Parma,LM-31,ingegneria gestionale,75,NA,NA,NA,87
2017/2018,03401,Parma,LM-32,ingegneria informatica,18,NA,NA,NA,35
2017/2018,03401,Parma,LM-33,ingegneria meccanica,36,NA,NA,NA,49
2017/2018,03401,Parma,LM-35,ingegneria per l'ambiente e il territorio,16,NA,NA,NA,10
2017/2018,03401,Parma,LM-40,matematica,13,NA,NA,NA,13
2017/2018,03401,Parma,LM-41,medicina e chirurgia,251,NA,NA,NA,222
2017/2018,03401,Parma,LM-42,medicina veterinaria,52,NA,NA,NA,44
2017/2018,03401,Parma,LM-46,odontoiatria e protesi dentaria,18,NA,NA,NA,22
2017/2018,03401,Parma,LM-50,progettazione e coordinamento dei servizi educativi,30,NA,NA,NA,69
2017/2018,03401,Parma,LM-51,psicobiologia e neuroscienze cognitive,57,NA,NA,NA,77
2017/2018,03401,Parma,LM-51,psicologia dell'intervento clinico e sociale,61,NA,NA,NA,86
2017/2018,03401,Parma,LM-52,relazioni internazionali ed europee,13,NA,NA,NA,28
2017/2018,03401,Parma,LM-54,chimica,22,NA,NA,NA,21
2017/2018,03401,Parma,LM-70,scienze e tecnologie alimentari,114,NA,NA,NA,89
2017/2018,03401,Parma,LM-71,chimica industriale,25,NA,NA,NA,18
2017/2018,03401,Parma,LM-74,scienze e tecnologie geologiche,12,NA,NA,NA,18
2017/2018,03401,Parma,LM-75,scienze e tecnologie per l'ambiente e le risorse,23,NA,NA,NA,22
2017/2018,03401,Parma,LM-77,amministrazione e direzione aziendale,109,NA,NA,NA,116
2017/2018,03401,Parma,LM-77,finanza e risk management,63,NA,NA,NA,76
2017/2018,03401,Parma,LM-78,filosofia,15,NA,NA,NA,22
2017/2018,03401,Parma,LM-87,programmazione e gestione dei servizi sociali,37,NA,NA,NA,49
2017/2018,03401,Parma,LM-89,storia e critica delle arti e dello spettacolo,13,NA,NA,NA,22
2017/2018,03401,Parma,LM/SNT1,scienze infermieristiche e ostetriche,16,NA,NA,NA,31
2017/2018,03401,Parma,LMG/01,giurisprudenza,150,NA,NA,NA,153
2017/2018,03601,Modena e Reggio Emilia,L-02,biotecnologie,40,NA,NA,NA,69
2017/2018,03601,Modena e Reggio Emilia,L-05,scienze della cultura,14,NA,NA,NA,33
2017/2018,03601,Modena e Reggio Emilia,L-07,ingegneria civile e ambientale,67,NA,NA,NA,97
2017/2018,03601,Modena e Reggio Emilia,L-08,ingegneria elettronica,37,NA,NA,NA,88
2017/2018,03601,Modena e Reggio Emilia,L-08,ingegneria gestionale,25,NA,NA,NA,56
2017/2018,03601,Modena e Reggio Emilia,L-08,ingegneria informatica,97,NA,NA,NA,251
2017/2018,03601,Modena e Reggio Emilia,L-09,ingegneria gestionale,86,NA,NA,NA,178
2017/2018,03601,Modena e Reggio Emilia,L-09,ingegneria meccanica,135,NA,NA,NA,310
2017/2018,03601,Modena e Reggio Emilia,L-09,ingegneria meccatronica,68,NA,NA,NA,120
2017/2018,03601,Modena e Reggio Emilia,L-12,lingue e culture europee,182,NA,NA,NA,207
2017/2018,03601,Modena e Reggio Emilia,L-13,scienze biologiche,47,NA,NA,NA,104
2017/2018,03601,Modena e Reggio Emilia,L-14,scienze giuridiche dell'impresa e della pubblica amministrazione,90,NA,NA,NA,111
2017/2018,03601,Modena e Reggio Emilia,L-18,economia aziendale,189,NA,NA,NA,202
2017/2018,03601,Modena e Reggio Emilia,L-18,economia e marketing internazionale,202,NA,NA,NA,226
2017/2018,03601,Modena e Reggio Emilia,L-18,marketing e organizzazione d'impresa,248,NA,NA,NA,531
2017/2018,03601,Modena e Reggio Emilia,L-19,scienze dell'educazione,207,NA,NA,NA,584
2017/2018,03601,Modena e Reggio Emilia,L-20,scienze della comunicazione,140,NA,NA,NA,244
2017/2018,03601,Modena e Reggio Emilia,L-24,scienze e tecniche psicologiche,83,NA,NA,NA,288
2017/2018,03601,Modena e Reggio Emilia,L-25,scienze e tecnologie agrarie e degli alimenti,24,NA,NA,NA,37
2017/2018,03601,Modena e Reggio Emilia,L-26,scienze e tecnologie agrarie e degli alimenti,31,NA,NA,NA,30
2017/2018,03601,Modena e Reggio Emilia,L-27,chimica,46,NA,NA,NA,76
2017/2018,03601,Modena e Reggio Emilia,L-30,fisica,24,NA,NA,NA,51
2017/2018,03601,Modena e Reggio Emilia,L-31,informatica,41,NA,NA,NA,171
2017/2018,03601,Modena e Reggio Emilia,L-32,scienze naturali,39,NA,NA,NA,127
2017/2018,03601,Modena e Reggio Emilia,L-33,economia e finanza,138,NA,NA,NA,168
2017/2018,03601,Modena e Reggio Emilia,L-34,scienze geologiche,11,NA,NA,NA,42
2017/2018,03601,Modena e Reggio Emilia,L-35,matematica,33,NA,NA,NA,51
2017/2018,03601,Modena e Reggio Emilia,L-42,scienze della cultura,8,NA,NA,NA,33
2017/2018,03601,Modena e Reggio Emilia,L/SNT1,infermieristica,185,NA,NA,NA,259
2017/2018,03601,Modena e Reggio Emilia,L/SNT1,ostetricia,21,NA,NA,NA,22
2017/2018,03601,Modena e Reggio Emilia,L/SNT2,fisioterapia,25,NA,NA,NA,27
2017/2018,03601,Modena e Reggio Emilia,L/SNT2,logopedia,13,NA,NA,NA,22
2017/2018,03601,Modena e Reggio Emilia,L/SNT2,terapia occupazionale,12,NA,NA,NA,17
2017/2018,03601,Modena e Reggio Emilia,L/SNT3,dietistica,8,NA,NA,NA,12
2017/2018,03601,Modena e Reggio Emilia,L/SNT3,igiene dentale,14,NA,NA,NA,17
2017/2018,03601,Modena e Reggio Emilia,L/SNT3,tecniche di fisiopatologia cardiocircolatoria e perfusione cardiovascolare,8,NA,NA,NA,11
2017/2018,03601,Modena e Reggio Emilia,L/SNT3,"tecniche di radiologia medica, per immagini e radioterapia",11,NA,NA,NA,16
2017/2018,03601,Modena e Reggio Emilia,LM-01,antropologia e storia del mondo contemporaneo,12,NA,NA,NA,21
2017/2018,03601,Modena e Reggio Emilia,LM-06,biologia sperimentale e applicata,26,NA,NA,NA,23
2017/2018,03601,Modena e Reggio Emilia,LM-09,biotecnologie mediche,14,NA,NA,NA,45
2017/2018,03601,Modena e Reggio Emilia,LM-13,chimica e tecnologia farmaceutiche,38,NA,NA,NA,82
2017/2018,03601,Modena e Reggio Emilia,LM-13,farmacia,39,NA,NA,NA,73
2017/2018,03601,Modena e Reggio Emilia,LM-16,"analisi, consulenza e gestione finanziaria",41,NA,NA,NA,36
2017/2018,03601,Modena e Reggio Emilia,LM-17,physics - fisica,14,NA,NA,NA,9
2017/2018,03601,Modena e Reggio Emilia,LM-23,ingegneria civile,64,NA,NA,NA,28
2017/2018,03601,Modena e Reggio Emilia,LM-29,electronics engineering - ingegneria elettronica,20,NA,NA,NA,25
2017/2018,03601,Modena e Reggio Emilia,LM-31,ingegneria gestionale,59,NA,NA,NA,93
2017/2018,03601,Modena e Reggio Emilia,LM-32,ingegneria informatica,45,NA,NA,NA,57
2017/2018,03601,Modena e Reggio Emilia,LM-33,ingegneria del veicolo,125,NA,NA,NA,169
2017/2018,03601,Modena e Reggio Emilia,LM-33,ingegneria meccanica,49,NA,NA,NA,40
2017/2018,03601,Modena e Reggio Emilia,LM-33,ingegneria meccatronica,39,NA,NA,NA,53
2017/2018,03601,Modena e Reggio Emilia,LM-35,ingegneria per la sostenibilita ambientale,23,NA,NA,NA,20
2017/2018,03601,Modena e Reggio Emilia,LM-37,"lingue, culture, comunicazione",32,NA,NA,NA,82
2017/2018,03601,Modena e Reggio Emilia,LM-38,languages for communication in international enterprises and organizations - lingue per la comunicazione nell'impresa e nelle organizzazioni internazionali,53,NA,NA,NA,284
2017/2018,03601,Modena e Reggio Emilia,LM-41,medicina e chirurgia,143,NA,NA,NA,133
2017/2018,03601,Modena e Reggio Emilia,LM-46,odontoiatria e protesi dentaria,14,NA,NA,NA,20
2017/2018,03601,Modena e Reggio Emilia,LM-53,ingegneria dei materiali,27,NA,NA,NA,70
2017/2018,03601,Modena e Reggio Emilia,LM-54,scienze chimiche,18,NA,NA,NA,26
2017/2018,03601,Modena e Reggio Emilia,LM-56,economia e politiche pubbliche,19,NA,NA,NA,18
2017/2018,03601,Modena e Reggio Emilia,LM-59,"pubblicita', comunicazione digitale e creativita' d'impresa",45,NA,NA,NA,88
2017/2018,03601,Modena e Reggio Emilia,LM-70,controllo e sicurezza degli alimenti,40,NA,NA,NA,63
2017/2018,03601,Modena e Reggio Emilia,LM-74,scienze e tecnologie geologiche,28,NA,NA,NA,15
2017/2018,03601,Modena e Reggio Emilia,LM-77,direzione e consulenza di impresa,129,NA,NA,NA,118
2017/2018,03601,Modena e Reggio Emilia,LM-77,economia e diritto per le imprese e le pubbliche amministrazioni,70,NA,NA,NA,47
2017/2018,03601,Modena e Reggio Emilia,LM-77,international management - management internazionale,97,NA,NA,NA,105
2017/2018,03601,Modena e Reggio Emilia,LM-77,management e comunicazione d'impresa,124,NA,NA,NA,143
2017/2018,03601,Modena e Reggio Emilia,LM-77,relazioni di lavoro,40,NA,NA,NA,76
2017/2018,03601,Modena e Reggio Emilia,LM-84,antropologia e storia del mondo contemporaneo,8,NA,NA,NA,17
2017/2018,03601,Modena e Reggio Emilia,LM-85,scienze pedagogiche,45,NA,NA,NA,158
2017/2018,03601,Modena e Reggio Emilia,LM-85 BIS,scienze della formazione primaria,84,NA,NA,NA,110
2017/2018,03601,Modena e Reggio Emilia,LM/SNT1,scienze infermieristiche e ostetriche,21,NA,NA,NA,27
2017/2018,03601,Modena e Reggio Emilia,LMG/01,giurisprudenza,142,NA,NA,NA,282
2017/2018,03701,Bologna,L-01,beni culturali,111,NA,NA,NA,191
2017/2018,03701,Bologna,L-02,biotecnologie,70,NA,NA,NA,86
2017/2018,03701,Bologna,L-03,culture e tecniche della moda,193,NA,NA,NA,183
2017/2018,03701,Bologna,L-03,"dams - discipline delle arti, della musica e dello spettacolo",366,NA,NA,NA,558
2017/2018,03701,Bologna,L-04,design del prodotto industriale,91,NA,NA,NA,83
2017/2018,03701,Bologna,L-05,filosofia,202,NA,NA,NA,257
2017/2018,03701,Bologna,L-07,ingegneria civile,82,NA,NA,NA,90
2017/2018,03701,Bologna,L-07,ingegneria per l'ambiente e il territorio,60,NA,NA,NA,93
2017/2018,03701,Bologna,L-08,ingegneria biomedica,98,NA,NA,NA,121
2017/2018,03701,Bologna,L-08,ingegneria dell'automazione,111,NA,NA,NA,141
2017/2018,03701,Bologna,L-08,ingegneria e scienze informatiche,65,NA,NA,NA,65
2017/2018,03701,Bologna,L-08,ingegneria elettronica e telecomunicazioni,49,NA,NA,NA,111
2017/2018,03701,Bologna,L-08,ingegneria elettronica per l'energia e l'informazione,16,NA,NA,NA,59
2017/2018,03701,Bologna,L-08,ingegneria informatica,121,NA,NA,NA,178
2017/2018,03701,Bologna,L-09,ingegneria aerospaziale,51,NA,NA,NA,111
2017/2018,03701,Bologna,L-09,ingegneria chimica e biochimica,91,NA,NA,NA,142
2017/2018,03701,Bologna,L-09,ingegneria dell'energia elettrica,44,NA,NA,NA,90
2017/2018,03701,Bologna,L-09,ingegneria energetica,101,NA,NA,NA,143
2017/2018,03701,Bologna,L-09,ingegneria gestionale,239,NA,NA,NA,255
2017/2018,03701,Bologna,L-09,ingegneria meccanica,171,NA,NA,NA,282
2017/2018,03701,Bologna,L-10,lettere,440,NA,NA,NA,612
2017/2018,03701,Bologna,L-11,lingue e letterature straniere,311,NA,NA,NA,410
2017/2018,03701,Bologna,L-11,"lingue, mercati e culture dell'asia",90,NA,NA,NA,113
2017/2018,03701,Bologna,L-12,mediazione linguistica interculturale,173,NA,NA,NA,172
2017/2018,03701,Bologna,L-13,scienze biologiche,119,NA,NA,NA,154
2017/2018,03701,Bologna,L-14,consulente del lavoro e delle relazioni aziendali,128,NA,NA,NA,226
2017/2018,03701,Bologna,L-18,business and economics/economia e gestione di impresa,105,NA,NA,NA,143
2017/2018,03701,Bologna,L-18,economia aziendale,186,NA,NA,NA,185
2017/2018,03701,Bologna,L-18,economia dell'impresa,154,NA,NA,NA,156
2017/2018,03701,Bologna,L-18,economia e commercio,200,NA,NA,NA,359
2017/2018,03701,Bologna,L-18,management e marketing,125,NA,NA,NA,137
2017/2018,03701,Bologna,L-19,educatore nei servizi per l'infanzia,176,NA,NA,NA,256
2017/2018,03701,Bologna,L-19,educatore sociale e culturale,289,NA,NA,NA,362
2017/2018,03701,Bologna,L-20,scienze della comunicazione,332,NA,NA,NA,552
2017/2018,03701,Bologna,L-22,scienze delle attivita motorie e sportive,248,NA,NA,NA,292
2017/2018,03701,Bologna,L-23,ingegneria edile,32,NA,NA,NA,31
2017/2018,03701,Bologna,L-24,scienze e tecniche psicologiche,215,NA,NA,NA,252
2017/2018,03701,Bologna,L-25,economia e marketing nel sistema agro-industriale,73,NA,NA,NA,73
2017/2018,03701,Bologna,L-25,scienze del territorio e dell'ambiente agro-forestale,36,NA,NA,NA,35
2017/2018,03701,Bologna,L-25,tecnologie agrarie,117,NA,NA,NA,122
2017/2018,03701,Bologna,L-25,verde ornamentale e tutela del paesaggio,26,NA,NA,NA,39
2017/2018,03701,Bologna,L-26,tecnologie alimentari,69,NA,NA,NA,87
2017/2018,03701,Bologna,L-26,viticoltura ed enologia,42,NA,NA,NA,55
2017/2018,03701,Bologna,L-27,chimica e chimica dei materiali,76,NA,NA,NA,95
2017/2018,03701,Bologna,L-27,chimica e tecnologie per l'ambiente e per i materiali,35,NA,NA,NA,63
2017/2018,03701,Bologna,L-27,chimica industriale,72,NA,NA,NA,99
2017/2018,03701,Bologna,L-29,scienze farmaceutiche applicate,40,NA,NA,NA,50
2017/2018,03701,Bologna,L-30,astronomia,54,NA,NA,NA,65
2017/2018,03701,Bologna,L-30,fisica,135,NA,NA,NA,134
2017/2018,03701,Bologna,L-31,informatica,55,NA,NA,NA,123
2017/2018,03701,Bologna,L-31,informatica per il management,43,NA,NA,NA,94
2017/2018,03701,Bologna,L-31,ingegneria e scienze informatiche,43,NA,NA,NA,121
2017/2018,03701,Bologna,L-32,scienze ambientali,37,NA,NA,NA,60
2017/2018,03701,Bologna,L-32,scienze naturali,34,NA,NA,NA,54
2017/2018,03701,Bologna,L-33,economia del turismo,78,NA,NA,NA,168
2017/2018,03701,Bologna,L-33,"economia, mercati e istituzioni",159,NA,NA,NA,199
2017/2018,03701,Bologna,L-33,economics and finance / economia e finanza,72,NA,NA,NA,98
2017/2018,03701,Bologna,L-34,scienze geologiche,31,NA,NA,NA,33
2017/2018,03701,Bologna,L-35,matematica,68,NA,NA,NA,210
2017/2018,03701,Bologna,L-36,scienze internazionali e diplomatiche,369,NA,NA,NA,361
2017/2018,03701,Bologna,L-36,"scienze politiche, sociali e internazionali",377,NA,NA,NA,469
2017/2018,03701,Bologna,L-37,sviluppo e cooperazione internazionale,95,NA,NA,NA,119
2017/2018,03701,Bologna,L-38,acquacoltura e igiene delle produzioni ittiche,21,NA,NA,NA,47
2017/2018,03701,Bologna,L-38,produzioni animali,16,NA,NA,NA,73
2017/2018,03701,Bologna,L-39,servizio sociale,111,NA,NA,NA,96
2017/2018,03701,Bologna,L-40,sociologia,91,NA,NA,NA,150
2017/2018,03701,Bologna,L-41,"finanza, assicurazioni e impresa",24,NA,NA,NA,55
2017/2018,03701,Bologna,L-41,scienze statistiche,108,NA,NA,NA,114
2017/2018,03701,Bologna,L-42,"antropologia, religioni, civilta orientali",227,NA,NA,NA,266
2017/2018,03701,Bologna,L-42,storia,145,NA,NA,NA,213
2017/2018,03701,Bologna,L/SNT1,infermieristica,431,NA,NA,NA,494
2017/2018,03701,Bologna,L/SNT1,ostetricia,19,NA,NA,NA,20
2017/2018,03701,Bologna,L/SNT2,educazione professionale,33,NA,NA,NA,33
2017/2018,03701,Bologna,L/SNT2,fisioterapia,55,NA,NA,NA,32
2017/2018,03701,Bologna,L/SNT2,logopedia,11,NA,NA,NA,14
2017/2018,03701,Bologna,L/SNT2,podologia,9,NA,NA,NA,10
2017/2018,03701,Bologna,L/SNT3,dietistica,11,NA,NA,NA,10
2017/2018,03701,Bologna,L/SNT3,igiene dentale,14,NA,NA,NA,16
2017/2018,03701,Bologna,L/SNT3,tecniche di laboratorio biomedico,9,NA,NA,NA,8
2017/2018,03701,Bologna,L/SNT3,"tecniche di radiologia medica, per immagini e radioterapia",16,NA,NA,NA,19
2017/2018,03701,Bologna,L/SNT3,tecniche ortopediche,14,NA,NA,NA,11
2017/2018,03701,Bologna,L/SNT4,assistenza sanitaria,11,NA,NA,NA,14
2017/2018,03701,Bologna,L/SNT4,tecniche della prevenzione nell'ambiente e nei luoghi di lavoro,21,NA,NA,NA,18
2017/2018,03701,Bologna,LM-01,antropologia culturale ed etnologia,78,NA,NA,NA,128
2017/2018,03701,Bologna,LM-02,archeologia e culture del mondo antico,72,NA,NA,NA,88
2017/2018,03701,Bologna,LM-02,"beni archeologici, artistici e del paesaggio: storia, tutela e valorizzazione",20,NA,NA,NA,23
