anno_acc,id_ateneo,ateneo_breve,codice_classe,laurea,lau_totali,isc_femmine,isc_maschi,isc_totali,isc_1anno
2018/2019,07601,Basilicata,LM-84,storia e civilta europee,19,42,22,64,17
2018/2019,07601,Basilicata,LM-85 BIS,scienze della formazione primaria,101,657,33,690,137
2018/2019,07801,Calabria,L-01,lettere e beni culturali,27,177,43,220,30
2018/2019,07801,Calabria,L-02,scienze e tecnologie biologiche,56,169,51,220,43
2018/2019,07801,Calabria,L-03,comunicazione e dams,53,133,133,266,65
2018/2019,07801,Calabria,L-05,filosofia e storia,26,117,86,203,56
2018/2019,07801,Calabria,L-07,ingegneria civile,75,156,379,535,93
2018/2019,07801,Calabria,L-08,ingegneria elettronica,50,41,336,377,116
2018/2019,07801,Calabria,L-08,ingegneria gestionale,67,185,294,479,124
2018/2019,07801,Calabria,L-08,ingegneria informatica,90,128,733,861,227
2018/2019,07801,Calabria,L-09,ingegneria gestionale,74,102,147,249,46
2018/2019,07801,Calabria,L-09,ingegneria meccanica,119,125,640,765,165
2018/2019,07801,Calabria,L-10,lettere e beni culturali,119,604,135,739,159
2018/2019,07801,Calabria,L-11,lingue e culture moderne,177,735,136,871,185
2018/2019,07801,Calabria,L-13,biologia,85,396,101,497,91
2018/2019,07801,Calabria,L-15,scienze turistiche,88,321,200,521,140
2018/2019,07801,Calabria,L-16,scienze dell'amministrazione,79,267,260,527,133
2018/2019,07801,Calabria,L-18,economia aziendale,253,716,793,1509,318
2018/2019,07801,Calabria,L-19,scienze dell'educazione,183,861,61,922,244
2018/2019,07801,Calabria,L-20,comunicazione e dams,50,175,103,278,70
2018/2019,07801,Calabria,L-27,chimica,18,115,110,225,51
2018/2019,07801,Calabria,L-29,informazione scientifica del farmaco e dei prodotti per la salute,47,256,139,395,142
2018/2019,07801,Calabria,L-29,scienza della nutrizione,60,570,157,727,160
2018/2019,07801,Calabria,L-30,fisica,34,70,103,173,43
2018/2019,07801,Calabria,L-30,scienza dei materiali innovativi e per le nanotecnologie,12,14,51,65,11
2018/2019,07801,Calabria,L-31,informatica,54,48,376,424,105
2018/2019,07801,Calabria,L-32,scienze naturali,31,121,89,210,66
2018/2019,07801,Calabria,L-33,economia,190,387,578,965,198
2018/2019,07801,Calabria,L-34,scienze geologiche,37,61,103,164,49
2018/2019,07801,Calabria,L-35,matematica,19,131,105,236,66
2018/2019,07801,Calabria,L-36,scienze politiche,115,290,270,560,133
2018/2019,07801,Calabria,L-39,servizio sociale,79,289,35,324,77
2018/2019,07801,Calabria,L-41,statistica per l'azienda,13,43,67,110,40
2018/2019,07801,Calabria,L-42,filosofia e storia,32,75,108,183,38
2018/2019,07801,Calabria,LM-02,archeologia,11,22,NA,NA,9
2018/2019,07801,Calabria,LM-04CU,ingegneria edile-architettura,42,227,148,375,31
2018/2019,07801,Calabria,LM-06,biologia,37,110,26,136,43
2018/2019,07801,Calabria,LM-09,biotecnologie per la salute,18,30,13,43,19
2018/2019,07801,Calabria,LM-11,scienze e tecnologie per la conservazione e il restauro dei beni culturali,10,25,NA,NA,13
2018/2019,07801,Calabria,LM-13,chimica e tecnologia farmaceutiche,49,474,98,572,90
2018/2019,07801,Calabria,LM-13,farmacia,79,509,158,667,89
2018/2019,07801,Calabria,LM-14,filologia moderna,41,107,35,142,33
2018/2019,07801,Calabria,LM-15,scienze dell'antichita,18,28,NA,NA,17
2018/2019,07801,Calabria,LM-16,finance and insurance,11,12,25,37,17
2018/2019,07801,Calabria,LM-17,fisica,19,20,30,50,17
2018/2019,07801,Calabria,LM-22,ingegneria chimica,19,25,26,51,19
2018/2019,07801,Calabria,LM-23,ingegneria civile,107,90,225,315,67
2018/2019,07801,Calabria,LM-25,ingegneria dell'automazione,13,NA,53,NA,21
2018/2019,07801,Calabria,LM-27,ingegneria delle telecomunicazioni,11,NA,30,NA,12
2018/2019,07801,Calabria,LM-29,ingegneria elettronica,28,NA,63,NA,22
2018/2019,07801,Calabria,LM-30,ingegneria energetica,11,13,66,79,23
2018/2019,07801,Calabria,LM-31,ingegneria gestionale,105,97,139,236,74
2018/2019,07801,Calabria,LM-32,ingegneria informatica,33,28,143,171,72
2018/2019,07801,Calabria,LM-33,ingegneria meccanica,33,12,85,97,30
2018/2019,07801,Calabria,LM-35,ingegneria per l'ambiente e il territorio,21,36,53,89,20
2018/2019,07801,Calabria,LM-37,lingue e letterature moderne,50,139,15,154,43
2018/2019,07801,Calabria,LM-40,matematica,14,29,26,55,21
2018/2019,07801,Calabria,LM-49,valorizzazione dei sistemi turistico culturali,28,67,30,97,36
2018/2019,07801,Calabria,LM-53,scienza e ingegneria dei materiali innovativi e funzionali,10,11,17,28,7
2018/2019,07801,Calabria,LM-54,chimica,16,22,18,40,13
2018/2019,07801,Calabria,LM-56,economia e commercio,30,45,66,111,32
2018/2019,07801,Calabria,LM-60,biodiversita e sistemi naturali,8,30,15,45,17
2018/2019,07801,Calabria,LM-61,scienza della nutrizione,81,139,27,166,56
2018/2019,07801,Calabria,LM-62,scienze politiche,9,32,19,51,28
2018/2019,07801,Calabria,LM-63,scienze delle pubbliche amministrazioni,68,117,84,201,79
2018/2019,07801,Calabria,LM-74,scienze geologiche,27,38,62,100,24
2018/2019,07801,Calabria,LM-77,economia aziendale e management,136,222,167,389,168
2018/2019,07801,Calabria,LM-78,scienze filosofiche,24,42,30,72,23
2018/2019,07801,Calabria,LM-82,statistica ed informatica per le decisioni e le analisi di mercato,8,13,33,46,26
2018/2019,07801,Calabria,LM-84,scienze storiche,30,36,60,96,30
2018/2019,07801,Calabria,LM-85,scienze pedagogiche per l'interculturalita e la media education,82,235,NA,NA,100
2018/2019,07801,Calabria,LM-85 BIS,scienze della formazione primaria,119,928,98,1026,218
2018/2019,07801,Calabria,LM-87,scienze delle politiche e dei servizi sociali,48,136,15,151,55
2018/2019,07801,Calabria,LM-89,storia dell'arte,24,38,NA,NA,9
2018/2019,07801,Calabria,LMG/01,giurisprudenza,133,1031,444,1475,227
2018/2019,07901,Catanzaro,L-02,biotecnologie,34,201,84,285,103
2018/2019,07901,Catanzaro,L-08,ingegneria informatica e biomedica,69,231,248,479,146
2018/2019,07901,Catanzaro,L-16,organizzazioni delle amministrazioni pubbliche e private,45,142,126,268,106
2018/2019,07901,Catanzaro,L-18,economia aziendale,103,378,433,811,236
2018/2019,07901,Catanzaro,L-22,scienze motorie e sportive,119,242,519,761,180
2018/2019,07901,Catanzaro,L-24,scienze e tecniche di psicologia cognitiva,113,613,100,713,241
2018/2019,07901,Catanzaro,L-38,scienze e tecnologie delle produzioni animali,22,107,98,205,76
2018/2019,07901,Catanzaro,L-40,sociologia,77,404,116,520,144
2018/2019,07901,Catanzaro,L/SNT1,infermieristica,201,NA,NA,NA,296
2018/2019,07901,Catanzaro,L/SNT2,fisioterapia,53,NA,NA,NA,38
2018/2019,07901,Catanzaro,L/SNT3,tecniche di laboratorio biomedico,22,NA,NA,NA,14
2018/2019,07901,Catanzaro,LM-09,"biotecnologie mediche, veterinarie e farmaceutiche",10,36,16,52,42
2018/2019,07901,Catanzaro,LM-13,farmacia,26,329,120,449,103
2018/2019,07901,Catanzaro,LM-21,ingegneria biomedica,13,37,37,74,26
2018/2019,07901,Catanzaro,LM-41,medicina e chirurgia,191,1050,826,1876,220
2018/2019,07901,Catanzaro,LM-46,odontoiatria e protesi dentaria,13,49,54,103,18
2018/2019,07901,Catanzaro,LM-63,organizzazioni e mutamento sociale,23,58,37,95,86
2018/2019,07901,Catanzaro,LM-77,economia aziendale e management,36,75,48,123,69
2018/2019,07901,Catanzaro,LMG/01,giurisprudenza,200,1099,513,1612,190
2018/2019,08001,Reggio Calabria,L-08,ingegneria dell'informazione,39,76,294,370,110
2018/2019,08001,Reggio Calabria,L-09,ingegneria industriale,11,24,111,135,67
2018/2019,08001,Reggio Calabria,L-17,scienze dell'architettura,24,97,76,173,29
2018/2019,08001,Reggio Calabria,L-25,scienze e tecnologie agrarie,28,55,196,251,76
2018/2019,08001,Reggio Calabria,L-25,scienze forestali e ambientali,15,20,53,73,20
2018/2019,08001,Reggio Calabria,L-26,scienze e tecnologie alimentari,28,105,86,191,59
2018/2019,08001,Reggio Calabria,L-33,scienze economiche,73,300,327,627,189
2018/2019,08001,Reggio Calabria,LM-04,architettura - restauro,15,23,25,48,13
2018/2019,08001,Reggio Calabria,LM-04CU,architettura,104,428,310,738,41
2018/2019,08001,Reggio Calabria,LM-23,ingegneria civile,17,37,41,78,11
2018/2019,08001,Reggio Calabria,LM-27,ingegneria informatica e dei sistemi per le telecomunicazioni,24,18,75,93,35
2018/2019,08001,Reggio Calabria,LM-29,ingegneria elettronica,14,16,23,39,9
2018/2019,08001,Reggio Calabria,LM-35,ingegneria per l'ambiente e il territorio,17,22,46,68,30
2018/2019,08001,Reggio Calabria,LM-56,economia,29,59,45,104,49
2018/2019,08001,Reggio Calabria,LM-69,scienze e tecnologie agrarie,23,16,60,76,32
2018/2019,08001,Reggio Calabria,LM-70,scienze e tecnologie alimentari,16,31,23,54,26
2018/2019,08001,Reggio Calabria,LM-73,scienze forestali e ambientali,12,NA,28,NA,16
2018/2019,08001,Reggio Calabria,LMG/01,giurisprudenza,163,864,405,1269,182
2018/2019,08003,Reggio Calabria - Dante Alighieri,L-39,mediatori per l'intercultura e la coesione sociale in europa,49,325,86,411,135
2018/2019,08003,Reggio Calabria - Dante Alighieri,LM-87,programmazione e gestione delle politiche e dei servizi sociali d'area mediterranea,53,162,32,194,69
2018/2019,08003,Reggio Calabria - Dante Alighieri,LM-94,interpretariato e mediazione interculturale,9,34,NA,NA,22
2018/2019,08201,Palermo,L-02,biotecnologie,46,159,75,234,73
2018/2019,08201,Palermo,L-03,"discipline delle arti, della musica e dello spettacolo",15,164,107,271,133
2018/2019,08201,Palermo,L-04,disegno industriale,114,334,265,599,245
2018/2019,08201,Palermo,L-05,studi filosofici e storici,85,222,240,462,160
2018/2019,08201,Palermo,L-07,ingegneria civile ed edile,28,75,176,251,46
2018/2019,08201,Palermo,L-08,ingegneria cibernetica,41,38,241,279,90
2018/2019,08201,Palermo,L-08,ingegneria elettronica,48,34,266,300,71
2018/2019,08201,Palermo,L-09,ingegneria biomedica,31,232,207,439,169
2018/2019,08201,Palermo,L-09,ingegneria dell'energia,73,78,304,382,106
2018/2019,08201,Palermo,L-09,ingegneria elettrica,29,14,85,99,21
2018/2019,08201,Palermo,L-09,ingegneria gestionale,126,182,423,605,164
2018/2019,08201,Palermo,L-09,ingegneria meccanica,98,61,550,611,174
2018/2019,08201,Palermo,L-10,lettere,126,795,237,1032,385
2018/2019,08201,Palermo,L-11,lingue e letterature - studi interculturali,30,284,88,372,139
2018/2019,08201,Palermo,L-12,lingue e letterature - studi interculturali,65,436,108,544,196
2018/2019,08201,Palermo,L-13,scienze biologiche,105,451,176,627,219
2018/2019,08201,Palermo,L-15,scienze del turismo,47,424,150,574,162
2018/2019,08201,Palermo,L-16,"scienze dell'amministrazione, dell'organizzazione e consulenza del lavoro",58,238,199,437,133
2018/2019,08201,Palermo,L-18,economia e amministrazione aziendale,189,507,713,1220,339
2018/2019,08201,Palermo,L-19,educazione di comunita,134,289,29,318,42
2018/2019,08201,Palermo,L-19,scienze dell'educazione,150,632,27,659,234
2018/2019,08201,Palermo,L-20,scienze della comunicazione per i media e le istituzioni,128,523,328,851,339
2018/2019,08201,Palermo,L-20,scienze della comunicazione per le culture e le arti,70,254,68,322,114
2018/2019,08201,Palermo,L-22,scienze delle attivita motorie e sportive,195,257,490,747,208
2018/2019,08201,Palermo,L-23,ingegneria civile ed edile,12,27,59,86,10
2018/2019,08201,Palermo,L-24,scienze e tecniche psicologiche,297,910,224,1134,300
2018/2019,08201,Palermo,L-25,agroingegneria,26,51,142,193,64
2018/2019,08201,Palermo,L-25,scienze e tecnologie agrarie,81,150,261,411,147
2018/2019,08201,Palermo,L-25,scienze forestali ed ambientali,30,46,115,161,35
2018/2019,08201,Palermo,L-25,viticoltura ed enologia,18,27,93,120,25
2018/2019,08201,Palermo,L-26,scienze e tecnologie agroalimentari,25,121,131,252,133
2018/2019,08201,Palermo,L-27,chimica,27,118,92,210,77
2018/2019,08201,Palermo,L-30,scienze fisiche,22,48,136,184,67
2018/2019,08201,Palermo,L-31,informatica,37,22,219,241,42
2018/2019,08201,Palermo,L-32,scienze della natura e dell'ambiente,33,105,89,194,44
2018/2019,08201,Palermo,L-33,economia e finanza,130,449,591,1040,270
2018/2019,08201,Palermo,L-34,scienze geologiche,27,89,78,167,47
2018/2019,08201,Palermo,L-35,matematica,21,88,64,152,55
2018/2019,08201,Palermo,L-36,scienze politiche e delle relazioni internazionali,102,417,285,702,196
2018/2019,08201,Palermo,L-39,servizio sociale,66,264,32,296,61
2018/2019,08201,Palermo,L-41,statistica per l'analisi dei dati,28,64,104,168,68
2018/2019,08201,Palermo,L/SNT1,infermieristica,182,NA,NA,NA,211
2018/2019,08201,Palermo,L/SNT1,ostetricia,10,NA,NA,NA,17
2018/2019,08201,Palermo,L/SNT2,fisioterapia,33,NA,NA,NA,24
2018/2019,08201,Palermo,L/SNT2,logopedia,17,NA,NA,NA,25
2018/2019,08201,Palermo,L/SNT3,tecniche di laboratorio biomedico,12,NA,NA,NA,14
2018/2019,08201,Palermo,L/SNT3,"tecniche di radiologia medica, per immagini e radioterapia",13,NA,NA,NA,11
2018/2019,08201,Palermo,L/SNT4,assistenza sanitaria,18,NA,NA,NA,20
2018/2019,08201,Palermo,L/SNT4,tecniche della prevenzione nell'ambiente e nei luoghi di lavoro,20,NA,NA,NA,20
2018/2019,08201,Palermo,LM-02,archeologia,22,33,NA,NA,12
2018/2019,08201,Palermo,LM-04CU,architettura,154,509,351,860,79
2018/2019,08201,Palermo,LM-04CU,ingegneria edile-architettura,66,139,151,290,22
2018/2019,08201,Palermo,LM-06,biodiversita' e biologia ambientale,9,30,15,45,20
2018/2019,08201,Palermo,LM-06,biologia marina,18,20,15,35,17
2018/2019,08201,Palermo,LM-06,biologia molecolare e della salute,42,104,19,123,52
2018/2019,08201,Palermo,LM-08,biotecnologie per l'industria e per la ricerca scientifica,17,43,20,63,15
2018/2019,08201,Palermo,LM-09,biotecnologie mediche e medicina molecolare,33,55,11,66,32
2018/2019,08201,Palermo,LM-13,chimica e tecnologia farmaceutiche,47,348,149,497,86
2018/2019,08201,Palermo,LM-13,farmacia,77,542,205,747,119
2018/2019,08201,Palermo,LM-14,italianistica,14,103,30,133,80
2018/2019,08201,Palermo,LM-15,scienze dell'antichita,32,68,12,80,27
2018/2019,08201,Palermo,LM-17,fisica,11,11,43,54,25
2018/2019,08201,Palermo,LM-18,informatica,13,NA,28,NA,13
2018/2019,08201,Palermo,LM-20,ingegneria aerospaziale,14,NA,44,NA,15
2018/2019,08201,Palermo,LM-22,ingegneria chimica,33,46,48,94,41
2018/2019,08201,Palermo,LM-23,ingegneria civile,27,14,64,78,23
2018/2019,08201,Palermo,LM-24,ingegneria dei sistemi edilizi,29,22,37,59,18
2018/2019,08201,Palermo,LM-28,ingegneria elettrica,40,13,82,95,34
2018/2019,08201,Palermo,LM-29,ingegneria elettronica,17,NA,78,NA,46
2018/2019,08201,Palermo,LM-30,ingegneria energetica e nucleare,25,37,77,114,37
2018/2019,08201,Palermo,LM-31,ingegneria gestionale,87,94,127,221,95
2018/2019,08201,Palermo,LM-32,ingegneria informatica,24,NA,91,NA,50
2018/2019,08201,Palermo,LM-33,ingegneria meccanica,61,12,119,131,54
2018/2019,08201,Palermo,LM-38,lingue moderne e traduzione per le relazioni internazionali,73,158,35,193,66
2018/2019,08201,Palermo,LM-40,matematica,15,28,15,43,14
2018/2019,08201,Palermo,LM-41,medicina e chirurgia,440,1982,1536,3518,355
2018/2019,08201,Palermo,LM-45,musicologia e scienze dello spettacolo,9,11,20,31,7
2018/2019,08201,Palermo,LM-46,odontoiatria e protesi dentaria,16,91,105,196,24
2018/2019,08201,Palermo,LM-47,management dello sport e delle attivita motorie,9,NA,21,NA,19
2018/2019,08201,Palermo,LM-48,"pianificazione territoriale, urbanistica e ambientale",31,27,29,56,25
2018/2019,08201,Palermo,LM-49,tourism systems and hospitality management,12,33,26,59,43
2018/2019,08201,Palermo,LM-51,psicologia clinica,95,274,47,321,157
2018/2019,08201,Palermo,LM-51,psicologia del ciclo di vita,47,141,NA,NA,63
2018/2019,08201,Palermo,LM-51,"psicologia sociale, del lavoro e delle organizzazioni",53,87,36,123,72
2018/2019,08201,Palermo,LM-52,international relations / relazioni internazionali,35,45,27,72,37
2018/2019,08201,Palermo,LM-54,chimica,14,19,20,39,24
2018/2019,08201,Palermo,LM-56,scienze economiche e finanziarie,41,76,61,137,72
2018/2019,08201,Palermo,LM-57,scienze della formazione continua,60,162,16,178,73
2018/2019,08201,Palermo,LM-59,"scienze della comunicazione pubblica, d'impresa e pubblicita",66,154,36,190,73
2018/2019,08201,Palermo,LM-60,scienze della natura,12,12,NA,NA,8
2018/2019,08201,Palermo,LM-63,scienze delle amministrazioni e delle organizzazioni complesse,39,74,67,141,83
2018/2019,08201,Palermo,LM-67,scienze e tecniche delle attivita motorie preventive e adattate e delle attivita sportive,65,81,81,162,85
2018/2019,08201,Palermo,LM-68,scienze e tecniche delle attivita motorie preventive e adattate e delle attivita sportive,15,14,45,59,39
2018/2019,08201,Palermo,LM-69,imprenditorialita' e qualita' per il sistema agroalimentare,33,43,46,89,49
2018/2019,08201,Palermo,LM-69,scienze delle produzioni e delle tecnologie agrarie,22,18,65,83,48
2018/2019,08201,Palermo,LM-73,scienze e tecnologie forestali e agro-ambientali,18,16,27,43,19
2018/2019,08201,Palermo,LM-74,scienze e tecnologie geologiche,24,30,48,78,26
2018/2019,08201,Palermo,LM-75,analisi e gestione ambientale,16,13,11,24,7
2018/2019,08201,Palermo,LM-77,scienze economico-aziendali,70,134,120,254,107
2018/2019,08201,Palermo,LM-78,scienze filosofiche e storiche,10,50,40,90,46
2018/2019,08201,Palermo,LM-81,cooperazione e sviluppo,14,23,NA,NA,16
2018/2019,08201,Palermo,LM-82,scienze statistiche,16,18,29,47,20
2018/2019,08201,Palermo,LM-84,"studi storici, antropologici e geografici",35,60,56,116,33
2018/2019,08201,Palermo,LM-85,scienze pedagogiche,67,249,NA,NA,100
2018/2019,08201,Palermo,LM-85 BIS,scienze della formazione primaria,200,1326,97,1423,300
2018/2019,08201,Palermo,LM-87,servizio sociale e politiche sociali,31,115,NA,NA,46
2018/2019,08201,Palermo,LM-89,storia dell'arte,40,111,31,142,53
2018/2019,08201,Palermo,LM/SNT1,scienze infermieristiche e ostetriche,30,53,30,83,41
2018/2019,08201,Palermo,LM/SNT2,scienze riabilitative delle professioni sanitarie,28,51,NA,NA,25
2018/2019,08201,Palermo,LMG/01,giurisprudenza,497,2431,1212,3643,604
2018/2019,08201,Palermo,LMR/02,conservazione e restauro dei beni culturali,14,NA,NA,NA,15
2018/2019,08301,Messina,L-02,biotecnologie,15,64,42,106,40
2018/2019,08301,Messina,L-03,"turismo culturale e discipline delle arti, della musica e dello spettacolo",22,94,31,125,38
2018/2019,08301,Messina,L-05,filosofia,19,72,59,131,40
2018/2019,08301,Messina,L-07,ingegneria civile e dei sistemi edilizi,28,41,80,121,22
2018/2019,08301,Messina,L-08,ingegneria elettronica e informatica,39,41,264,305,91
2018/2019,08301,Messina,L-09,ingegneria industriale,32,46,208,254,63
2018/2019,08301,Messina,L-10,lettere,73,383,165,548,150
2018/2019,08301,Messina,L-11,"lingue, letterature straniere e tecniche della mediazione linguistica",77,421,99,520,84
2018/2019,08301,Messina,L-12,"lingue, letterature straniere e tecniche della mediazione linguistica",44,239,54,293,124
2018/2019,08301,Messina,L-13,scienze biologiche,75,649,220,869,229
2018/2019,08301,Messina,L-14,consulente del lavoro e scienze dei servizi giuridici,42,220,104,324,66
2018/2019,08301,Messina,L-15,"turismo culturale e discipline delle arti, della musica e dello spettacolo",24,92,26,118,33
2018/2019,08301,Messina,L-16,"scienze politiche, amministrazione e servizi",13,48,59,107,32
2018/2019,08301,Messina,L-18,economia aziendale,112,341,297,638,131
2018/2019,08301,Messina,L-18,management d'impresa,72,255,334,589,234
2018/2019,08301,Messina,L-19,scienze della formazione e della comunicazione,133,961,65,1026,433
2018/2019,08301,Messina,L-20,scienze dell'informazione: comunicazione pubblica e tecniche giornalistiche,14,63,66,129,49
2018/2019,08301,Messina,L-20,scienze della formazione e della comunicazione,29,127,46,173,60
2018/2019,08301,Messina,L-22,"scienze motorie, sport e salute",404,522,972,1494,426
2018/2019,08301,Messina,L-23,ingegneria civile e dei sistemi edilizi,8,35,38,73,7
2018/2019,08301,Messina,L-24,scienze e tecniche psicologiche,205,936,106,1042,305
2018/2019,08301,Messina,L-26,scienze gastronomiche,30,100,65,165,41
2018/2019,08301,Messina,L-27,chimica,31,100,120,220,83
2018/2019,08301,Messina,L-31,informatica,30,37,329,366,87
2018/2019,08301,Messina,L-33,"economia, banca e finanza",40,134,142,276,92
2018/2019,08301,Messina,L-35,matematica,19,91,42,133,29
2018/2019,08301,Messina,L-36,scienze politiche e delle relazioni internazionali,50,145,91,236,76
2018/2019,08301,Messina,L-38,"scienze, tecnologie e sicurezza delle produzioni animali",23,109,60,169,62
2018/2019,08301,Messina,L-39,scienze del servizio sociale,51,384,53,437,134
2018/2019,08301,Messina,L/SNT1,infermieristica,183,NA,NA,NA,286
2018/2019,08301,Messina,L/SNT1,infermieristica pediatrica,26,NA,NA,NA,12
2018/2019,08301,Messina,L/SNT2,fisioterapia,37,NA,NA,NA,50
2018/2019,08301,Messina,L/SNT2,logopedia,11,NA,NA,NA,13
2018/2019,08301,Messina,L/SNT2,ortottica ed assistenza oftalmologica,9,NA,NA,NA,8
2018/2019,08301,Messina,L/SNT2,terapia della neuro e psicomotricita dell'eta evolutiva,8,NA,NA,NA,35
2018/2019,08301,Messina,L/SNT3,tecniche di laboratorio biomedico,13,NA,NA,NA,17
2018/2019,08301,Messina,L/SNT3,"tecniche di radiologia medica, per immagini e radioterapia",8,NA,NA,NA,11
2018/2019,08301,Messina,L/SNT4,tecniche della prevenzione nell'ambiente e nei luoghi di lavoro,25,NA,NA,NA,28
2018/2019,08301,Messina,LM-06,biologia,25,102,28,130,57
2018/2019,08301,Messina,LM-06,biologia ed ecologia dell'ambiente marino costiero,16,13,16,29,11
2018/2019,08301,Messina,LM-09,biotecnologie per la salute,16,25,NA,NA,11
2018/2019,08301,Messina,LM-13,chimica e tecnologia farmaceutiche,45,301,108,409,62
2018/2019,08301,Messina,LM-13,farmacia,52,316,148,464,52
2018/2019,08301,Messina,LM-14,civilta letteraria dell'italia medievale e moderna,27,61,NA,NA,24
2018/2019,08301,Messina,LM-15,tradizione classica e archeologia del mediterraneo,13,23,NA,NA,7
2018/2019,08301,Messina,LM-19,metodi e linguaggi del giornalismo,12,33,11,44,13
2018/2019,08301,Messina,LM-23,ingegneria civile,20,27,55,82,29
2018/2019,08301,Messina,LM-24,ingegneria edile per il recupero,16,22,17,39,13
2018/2019,08301,Messina,LM-32,ingegneria e scienze informatiche,11,NA,33,NA,25
2018/2019,08301,Messina,LM-33,ingegneria meccanica,16,NA,32,NA,15
2018/2019,08301,Messina,LM-37,lingue moderne: letterature e traduzione,48,143,22,165,60
2018/2019,08301,Messina,LM-40,matematica,29,34,25,59,18
2018/2019,08301,Messina,LM-41,medicina e chirurgia,241,972,845,1817,233
2018/2019,08301,Messina,LM-42,medicina veterinaria,32,139,115,254,45
2018/2019,08301,Messina,LM-46,odontoiatria e protesi dentaria,34,74,87,161,17
2018/2019,08301,Messina,LM-51,psicologia clinica e della salute nel ciclo di vita,54,258,23,281,160
2018/2019,08301,Messina,LM-54,chimica,13,30,25,55,17
2018/2019,08301,Messina,LM-56,scienze economiche e finanziarie,30,41,20,61,11
2018/2019,08301,Messina,LM-63,scienze delle pubbliche amministrazioni,14,33,31,64,33
2018/2019,08301,Messina,LM-67,scienze e tecniche delle attivita motorie preventive e adattate,65,63,111,174,98
2018/2019,08301,Messina,LM-77,consulenza e gestione di impresa,34,84,66,150,57
2018/2019,08301,Messina,LM-77,management del turismo e dell'ambiente,21,34,20,54,23
2018/2019,08301,Messina,LM-78,filosofia contemporanea,11,29,15,44,15
2018/2019,08301,Messina,LM-84,"scienze storiche: societa, culture e istituzioni d'europa",13,20,42,62,31
2018/2019,08301,Messina,LM-85,scienze pedagogiche,112,360,17,377,99
2018/2019,08301,Messina,LM-87,"servizio sociale, politiche sociali e studi sociologici e ricerca sociale",34,104,NA,NA,45
2018/2019,08301,Messina,LM/SNT1,scienze infermieristiche e ostetriche,44,73,35,108,51
2018/2019,08301,Messina,LM/SNT2,scienze riabilitative delle professioni sanitarie,40,64,29,93,38
2018/2019,08301,Messina,LM/SNT3,scienze delle professioni sanitarie tecniche diagnostiche,21,29,18,47,18
2018/2019,08301,Messina,LMG/01,giurisprudenza,188,1229,615,1844,218
2018/2019,08601,Enna,L-07,ingegneria civile e ambientale,26,14,65,79,15
2018/2019,08601,Enna,L-09,ingegneria aerospaziale,17,14,78,92,18
2018/2019,08601,Enna,L-11,lingue e culture moderne,75,251,63,314,63
2018/2019,08601,Enna,L-18,economia aziendale,87,171,241,412,81
2018/2019,08601,Enna,L-22,scienze delle attivita motorie e sportive,96,144,288,432,140
2018/2019,08601,Enna,L-24,scienze e tecniche psicologiche,126,396,109,505,134
2018/2019,08601,Enna,L-39,servizio sociale,28,89,15,104,21
2018/2019,08601,Enna,LM-04CU,architettura,38,80,89,169,10
2018/2019,08601,Enna,LM-23,ingegneria civile,13,NA,27,NA,15
2018/2019,08601,Enna,LM-38,lingue per la comunicazione interculturale,26,55,13,68,39
2018/2019,08601,Enna,LM-51,psicologia clinica,130,234,33,267,101
2018/2019,08601,Enna,LM-67,scienze e tecniche delle attivita motorie preventive e adattate,30,51,53,104,68
2018/2019,08601,Enna,LM-77,economia e direzione aziendale,50,50,63,113,54
2018/2019,08601,Enna,LM-85 BIS,scienze della formazione primaria,199,1142,103,1245,214
2018/2019,08601,Enna,LMG/01,giurisprudenza,104,327,215,542,29
2018/2019,08701,Catania,L-01,beni culturali,101,570,199,769,224
2018/2019,08701,Catania,L-05,filosofia,50,257,210,467,143
2018/2019,08701,Catania,L-07,ingegneria civile e ambientale,67,180,337,517,109
2018/2019,08701,Catania,L-08,ingegneria elettronica,59,58,445,503,127
2018/2019,08701,Catania,L-08,ingegneria informatica,126,145,982,1127,301
2018/2019,08701,Catania,L-09,ingegneria industriale,156,228,949,1177,284
2018/2019,08701,Catania,L-10,lettere,157,667,241,908,223
2018/2019,08701,Catania,L-11,lingue e culture europee euroamericane ed orientali,161,962,194,1156,284
2018/2019,08701,Catania,L-12,mediazione linguistica e interculturale,144,727,145,872,237
2018/2019,08701,Catania,L-13,scienze biologiche,102,487,200,687,181
2018/2019,08701,Catania,L-15,formazione di operatori turistici,87,317,79,396,69
2018/2019,08701,Catania,L-16,scienze dell'amministrazione e dell'organizzazione,82,488,299,787,145
2018/2019,08701,Catania,L-18,economia aziendale,349,811,1150,1961,486
2018/2019,08701,Catania,L-19,scienze dell'educazione e della formazione,167,758,59,817,232
2018/2019,08701,Catania,L-20,scienze e lingue per la comunicazione,150,847,264,1111,279
2018/2019,08701,Catania,L-21,pianificazione e tutela del territorio e del paesaggio,41,51,109,160,29
2018/2019,08701,Catania,L-22,scienze motorie,64,110,273,383,103
2018/2019,08701,Catania,L-24,scienze e tecniche psicologiche,203,789,227,1016,245
2018/2019,08701,Catania,L-25,scienze e tecnologie agrarie,95,175,512,687,144
2018/2019,08701,Catania,L-26,scienze e tecnologie alimentari,123,451,249,700,149
2018/2019,08701,Catania,L-27,chimica,25,267,184,451,190
2018/2019,08701,Catania,L-27,chimica industriale,30,112,128,240,60
